gene_name,Kruskal-Wallis H,KW p_value,ANOVA F,F p_value,On ratio
EBAG9,16.578792196431145,0.03480646914855152,1.5728593906989687,0.13162856901630987,0.1278409090909091
RBM6,17.050107162388176,0.029591526583734172,1.5706357771027581,0.132316105943689,0.7642045454545454
CASP2,10.619149957037493,0.22422611348688948,1.5704018748113684,0.13238860946398334,0.6306818181818182
ABCA5,14.887361119415726,0.061373014085527935,1.569360983914469,0.13271167755532023,0.05397727272727273
SPAST,14.163164031058123,0.07761049079212338,1.569343572184377,0.13271708757620226,0.10795454545454546
GSK3B,9.755349822558353,0.28261879986302296,1.568561068342616,0.1329604185186689,0.05397727272727273
MED28,13.509866057312198,0.09546948764660851,1.5685262449298099,0.1329712563799771,0.36363636363636365
BRD8,14.938096561921276,0.060360369158900265,1.5684595606438434,0.13299201223580712,0.32954545454545453
HNRNPH3,15.698779871091489,0.04690010746665255,1.5675695356194326,0.13326930743613052,0.26420454545454547
EZH1,14.918116135619073,0.060757333156602616,1.5673875287683174,0.13332607517950695,0.05965909090909091
C20orf196,12.522332959324478,0.1293757665408828,1.5672690571432164,0.13336303765205942,0.09943181818181818
SF3A2,11.48194213581136,0.17585769343604976,1.5670512665488086,0.1334310103277667,0.056818181818181816
GPX4,11.98776878174293,0.15175044456630774,1.5667879035045233,0.13351324645511467,0.5426136363636364
PRRC1,12.77566887357908,0.11980477371572847,1.5660697649658273,0.13373771195795134,0.1278409090909091
CLIP1,10.144909761455507,0.2550021496231975,1.5660119114938271,0.13375580924374691,0.17613636363636365
CACYBP,14.953180490130482,0.060062254872051773,1.5658010829631723,0.13382177704854611,0.6164772727272727
CAMKMT,11.178435560580034,0.19179233590511258,1.5648974581862543,0.1341048398441361,0.07386363636363637
ECHS1,13.268192402187482,0.10294907033849897,1.5648542695502479,0.1341183818173361,0.29261363636363635
REEP3,12.935488515075114,0.11408860764820619,1.5645896381728484,0.13420138402143078,0.3125
TIPRL,15.295185082261966,0.05365360294979673,1.564474607730971,0.13423747748658255,0.23295454545454544
CISD3,12.988125102677689,0.11225884288394145,1.56430891817968,0.13428948124767334,0.38636363636363635
SNX27,16.145928775167494,0.04033841569076026,1.563628317352979,0.1345032801228729,0.12215909090909091
CTNNBIP1,13.705370801445248,0.08977547438593492,1.563573903361854,0.13452038609003367,0.056818181818181816
ELP6,9.482078601932585,0.3032726233645601,1.562856866013453,0.13474597564495966,0.17045454545454544
FOXP1,13.289774313911963,0.10226070491197241,1.5626796355875898,0.13480178534034612,0.4772727272727273
RP11-252A24.7,14.534304921968998,0.06885874157679225,1.5626672547470788,0.13480568480569352,0.4375
AC079949.1,11.352041741542685,0.1825386119774828,1.562536208650599,0.13484696504772434,0.07954545454545454
GALE,11.639061793297898,0.16804907738898417,1.5625256904461975,0.13485027881600758,0.05397727272727273
PPCDC,16.419068229194803,0.036759956854705074,1.5623050922862947,0.13491979473423904,0.0625
ABRACL,16.387526695174486,0.037157583870039826,1.5622689203965712,0.1349311963582577,0.75
WDHD1,18.020319920164354,0.02107465976405474,1.5616464280575382,0.13512754131117405,0.0625
SUN2,14.556659578941206,0.06836126748909098,1.5615306642843052,0.13516408257638485,0.15056818181818182
DUSP2,15.029736256298222,0.05856982950542428,1.56091504574533,0.13535854904021927,0.1903409090909091
ARPC3,9.0596041465694,0.33729281450067256,1.5607726057201794,0.13540357871692282,0.9232954545454546
RNF13,14.506135070977264,0.06949029228642177,1.560719542001466,0.13542035711672654,0.17329545454545456
DDX6,12.866126973190372,0.11653952160969895,1.5600838549370803,0.13562149757541658,0.1590909090909091
ZADH2,13.341857313071655,0.1006161881729527,1.5598998343550903,0.13567977269801298,0.09375
CAND1,14.715975607319077,0.06490918413249466,1.559649066847872,0.1357592200409111,0.26136363636363635
KIAA2026,12.618824453758396,0.12565505980958333,1.559569497040538,0.13578443752513086,0.17897727272727273
BCL7C,11.500509539275205,0.17491950246296942,1.5589142518036472,0.1359922542987815,0.11363636363636363
TESPA1,13.670680744936112,0.09076320964056785,1.5588970983369823,0.1359976983768043,0.4971590909090909
NOP2,11.3406730043429,0.18313315083767795,1.5588029164530106,0.1360275927033485,0.08238636363636363
RBMS1,14.426285963336559,0.07130904519436469,1.5585188145496829,0.13611780420143987,0.16193181818181818
CBX3,10.21148548123272,0.25049511598771707,1.5583278478069622,0.13617847146026338,0.8494318181818182
C19orf60,16.089076593057015,0.041122753239442096,1.5578910290641883,0.13631733041506292,0.3352272727272727
SS18L2,10.400743224271519,0.23801746091066833,1.5573354480541675,0.13649411980849654,0.48579545454545453
RNA5-8SP2,16.045054140688478,0.041739769771660405,1.557046890217442,0.13658601919098906,0.13068181818181818
NUMB,16.41755863694178,0.0367788969688883,1.5565759173111413,0.1367361290845615,0.1903409090909091
BZRAP1-AS1,10.737916401251479,0.2169959379513304,1.5565703990227437,0.13673788873767861,0.06534090909090909
MAF1,10.147704300349293,0.2548117262080217,1.556388219198829,0.13679599265105105,0.22727272727272727
RBM5,15.206056851203554,0.055260498835028996,1.5547837931116588,0.13730862899026272,0.2869318181818182
C14orf1,10.094110391819024,0.25848265593302205,1.554543369190475,0.13738559107155954,0.2471590909090909
DGUOK,15.358944705643902,0.05253047944578864,1.5542606139090052,0.13747615168744612,0.6704545454545454
FYN,12.483594757872346,0.13089604925455536,1.5542285795707935,0.13748641487988528,0.59375
PLK3,10.77972200146817,0.21449553570742616,1.5537282879378684,0.13764678499375566,0.07954545454545454
PIGH,10.75645855419702,0.21588407455284525,1.5536156545541577,0.13768291234248,0.17613636363636365
RPL23AP7,12.100902983766703,0.14675830468347634,1.5534212161311722,0.1377452981337792,0.06818181818181818
TSEN15,12.63216567284108,0.12514797771605,1.553116220195044,0.13784320577938744,0.36079545454545453
CDK13,12.053359897758176,0.148838928142862,1.5527794980858425,0.13795136796988167,0.10795454545454546
UFL1,8.318791718588113,0.4029652754959981,1.5522814274215635,0.13811149352554178,0.14204545454545456
STAG2,12.065817164870262,0.14829135422095147,1.552230940250034,0.13812773371405979,0.4318181818181818
ATP5A1,12.702608440643079,0.12249982704263339,1.5520099749934706,0.1381988309872393,0.7897727272727273
CBWD5,13.940027442923599,0.08334203319439264,1.5517384643223902,0.13828623504321727,0.09943181818181818
ATG9A,13.934213864824592,0.08349630416100062,1.551360175640882,0.13840809264706147,0.0625
UBAC2,13.951547569171119,0.08303708503666982,1.5509883593593663,0.13852795592645392,0.16477272727272727
THAP4,13.903520023812073,0.08431505021035422,1.5505515738705653,0.13866887830297028,0.056818181818181816
SYS1,8.12412074736073,0.4214405861398284,1.5493349647605403,0.13906205383296172,0.05965909090909091
PPM1A,15.140998646803043,0.05646112234650152,1.5492987300911512,0.1390737786940995,0.2471590909090909
C6orf226,10.826614056504093,0.2117183543672409,1.5492877353160486,0.13907733656685503,0.05397727272727273
UGDH,19.420282646495778,0.012766573960465682,1.5492098033992756,0.13910255733523094,0.19318181818181818
SDHAP1,13.85463344464444,0.08563391337049318,1.5490320077245732,0.13916011139847367,0.13920454545454544
PRPSAP2,12.685226753173144,0.12314869872788885,1.5485700703741079,0.1393097410397171,0.13352272727272727
POLE3,13.741799513628488,0.08874855064043465,1.5484831905489136,0.13933789849698075,0.24147727272727273
TGFBR2,10.178583406836465,0.2527148186452201,1.5465396866876029,0.1399690701428639,0.1903409090909091
DNAJC10,11.815189761468528,0.15964209655136197,1.5461391231510269,0.1400994639980874,0.13920454545454544
FAM8A1,10.894674981142641,0.20773878130916149,1.5458685643189956,0.14018759737790326,0.11931818181818182
FGFR1OP,21.89983063808564,0.005104849730371722,1.5456709302349951,0.14025200613590988,0.09659090909090909
PHF6,17.081449684857628,0.02927203751264038,1.545366307177913,0.14035133262045627,0.17897727272727273
RP13-297E16.4,13.49512124693891,0.0959116491216136,1.5450879653127632,0.1404421429433597,0.05397727272727273
TGIF2,15.322277970122556,0.05317369943459639,1.545050412357577,0.1404543986578352,0.05965909090909091
RPS5,8.34322579898788,0.4006809303816077,1.544213641156116,0.14072772576179562,0.5710227272727273
IMP3,12.70722888667835,0.12232784214122362,1.5436656753070441,0.14090696510281112,0.25
ADPRHL2,17.68665671742888,0.023702346679703366,1.5433897270942718,0.14099730230123153,0.09375
MGMT,13.721628809700864,0.08931586099204963,1.543341993146518,0.14101293404661736,0.09943181818181818
NVL,16.06966204185138,0.041393817999873454,1.5431350798889358,0.14108071059200902,0.14204545454545456
MRPL39,12.730916214546111,0.12144942625725168,1.542771270963377,0.1411999481814651,0.2215909090909091
FNBP4,12.35634358534449,0.13599879522960395,1.5423736550356997,0.14133036553385583,0.2727272727272727
EXOC3,15.19800032465375,0.055407900629920535,1.5418476065372877,0.14150306848406422,0.08238636363636363
MUM1,12.546779454509057,0.12842422338636286,1.5415940425386696,0.14158637924011305,0.11079545454545454
BCOR,16.30796168051405,0.038178445911694135,1.5415728122003511,0.1415933565827574,0.14772727272727273
SYNE1,16.016545192042265,0.04214391074148228,1.541399174227295,0.1416504337869306,0.2784090909090909
RP4-728D4.2,12.1791589430692,0.14338747994906648,1.5413508298470961,0.14166632879036506,0.07102272727272728
FAM104B,12.019286928351898,0.15034541990668518,1.5411959185849675,0.1417172719773432,0.10511363636363637
CRLS1,14.841017034697739,0.06231150920848697,1.5411181412817103,0.14174285532033892,0.07386363636363637
LYPLAL1,10.64588505620249,0.22258213051337788,1.5408349184399368,0.1418360497234057,0.13352272727272727
BTF3L4,15.45472466515622,0.05088381384481603,1.5406396135229956,0.1419003455821162,0.1903409090909091
LRRC8A,12.142134090389735,0.14497398825168054,1.5405247976340153,0.14193815559058295,0.07102272727272728
AQR,13.388062172466213,0.09917686759277594,1.5401336840427389,0.1420670184733376,0.19886363636363635
DCLRE1C,16.682313686866344,0.03359247003605096,1.5400397319693333,0.14209798855370834,0.2471590909090909
MXD1,17.074183101576683,0.029345820361826383,1.539861394489077,0.14215679122315517,0.2528409090909091
AP1G2,12.25897645826272,0.14001763828940683,1.5397362294084187,0.14219807406796148,0.1875
DIP2A,13.442393223978799,0.09750772080613254,1.5396683253179793,0.14222047501321566,0.16761363636363635
WBP2,13.819631556533043,0.08658948846811534,1.5393567002092758,0.14232331639868673,0.1534090909090909
SMC1A-1,19.8509458571095,0.010914923702729404,1.5389242699272039,0.14246613182683515,0.13352272727272727
GARS,11.113263889861235,0.19536373920217057,1.538494750072663,0.14260810849984792,0.1875
RP6-109B7.3,12.74966835488836,0.12075791573082438,1.5383843746691241,0.14264461252140753,0.13920454545454544
POLDIP2,20.36317086798137,0.009045999279912037,1.5378484924448252,0.14282195738726544,0.20738636363636365
PEPD,14.388136696935575,0.07219308212691347,1.5377120244150808,0.14286715050529877,0.09659090909090909
DPH3,13.143805755437924,0.10699656304453964,1.536957897788863,0.1431171116774326,0.26704545454545453
DTD1,14.001534493741776,0.08172542900558256,1.5365623952160592,0.1432483548760843,0.11363636363636363
INTS10,12.638646207868174,0.1249023011536948,1.536208127788203,0.14336600278680672,0.1903409090909091
STAG3L2,13.137084968252136,0.10721918487835914,1.5362019731602379,0.14336804740038508,0.09090909090909091
POMP,16.100456407621003,0.04096463424003475,1.535352042354241,0.14365064246547038,0.9119318181818182
HEG1,19.562666466702158,0.012123524150493769,1.5349580282703694,0.14378181182834518,0.11363636363636363
CAPNS1,15.30088036145003,0.05355239258478012,1.5349168035512968,0.1437955417210355,0.21306818181818182
EMB,10.901632292860647,0.20733539139480955,1.5348811493776136,0.1438074172553081,0.5426136363636364
MOB4,13.083284936839263,0.10901598677893193,1.5346652160729357,0.1438793574363318,0.2159090909090909
LINC00467,11.177978924393916,0.19181717288016598,1.5346592454710493,0.1438813470384659,0.07102272727272728
ZNF131,12.033395160300138,0.14972008124575417,1.5346231470919878,0.1438933767182676,0.19602272727272727
LCMT1,9.365750957975587,0.3123870313523252,1.533612374636852,0.1442305659619251,0.2159090909090909
TOMM40,14.213415791511677,0.07636962353393681,1.532941015476633,0.14445490468114852,0.08522727272727272
HEATR5B,13.05898370895871,0.10983621868280496,1.5328295226856337,0.14449218977532144,0.16761363636363635
KIF3A,11.08679340484405,0.19682970125988486,1.5321401799618968,0.14472290196850338,0.11079545454545454
EID1,13.431886214666525,0.09782856241580103,1.5320672500337278,0.1447473290288641,0.8011363636363636
GPS1,10.98976124627521,0.2022800159146506,1.5318592336391257,0.14481702130158247,0.1534090909090909
MCFD2,12.951504124739925,0.11352912993266445,1.5314093576123349,0.1449678433130404,0.13636363636363635
NECAP1,15.271311442662498,0.05407977015837005,1.5313922282209738,0.14497358865570592,0.13920454545454544
DENND4B,16.514519503570114,0.035580631547990196,1.5306186302282696,0.14523326450391064,0.09659090909090909
ZDHHC5,14.980552265017126,0.05952471378405538,1.5301909784557488,0.14537698746999728,0.07670454545454546
HERC5,13.322403698140688,0.10122768301440672,1.5300329023577468,0.14543014385364741,0.10511363636363637
CDK11A,12.101898569852757,0.14671500061223644,1.529309798496782,0.14567351604962683,0.15056818181818182
PTPN4,12.816895771416114,0.11830686596289593,1.5291059101644062,0.14574220128117168,0.45738636363636365
RAN,9.220994601176688,0.32399763928700553,1.5291058213091988,0.14574223122049845,0.75
NPRL2,10.579619568391326,0.2266744733016071,1.5288759438396125,0.1458197050379397,0.21022727272727273
G3BP2,16.17608763762322,0.039927992237195675,1.5288556192015208,0.14582655659841234,0.5539772727272727
SPDYE2,15.888808774510297,0.04399953341570325,1.5287834483168756,0.14585088808670219,0.12215909090909091
ATP5B,15.109170401825873,0.05705714936075524,1.5286481567313088,0.14589650932636805,0.6761363636363636
TERF1,13.350668662161208,0.10034029172602793,1.5277820930153374,0.14618884297490972,0.2784090909090909
RNPEPL1,11.978412008751063,0.15216968814027354,1.5276920433123091,0.14621926752560746,0.08522727272727272
RAP1GDS1,15.03461576996086,0.05847586250824938,1.5270458480640081,0.14643775351145438,0.5340909090909091
MED4,12.694093938529587,0.12281730835556504,1.5267768494826204,0.14652878777598322,0.4460227272727273
CPSF3L,10.844604008624263,0.21066057207954111,1.5267194722921402,0.14654821161383427,0.10227272727272728
SURF6,15.558369861857615,0.04915545007719848,1.5259261730560374,0.14681699346227992,0.06818181818181818
TRIAP1,13.54007657057472,0.09456918872240291,1.5257951976297903,0.14686141068994868,0.3181818181818182
ZNF589,12.946058155139914,0.11371910586387665,1.5254836609052955,0.14696710746922115,0.05397727272727273
NUP50,12.411803852778565,0.13375420803273863,1.525373024883942,0.14700465930090503,0.5710227272727273
USP25,11.079660495468673,0.19722625497699062,1.5250841594003686,0.14710274428086179,0.05965909090909091
INTS7,11.22120529339551,0.18947766437635805,1.5247123647340308,0.14722907089747908,0.1875
WHSC1L1,13.249201900179266,0.10355815636656095,1.5244436123877014,0.14732044436257438,0.3721590909090909
MYCBP2,12.708081531396177,0.12229612742174417,1.5243906936312683,0.14733844202496724,0.17897727272727273
ZZEF1,12.168257608459317,0.14385305536372844,1.524284573205147,0.1473745392651753,0.05965909090909091
CITED2,14.9384379302623,0.060353607563720775,1.5239191660134532,0.14749889199144567,0.13920454545454544
TAPSAR1,14.318434473493893,0.0738338954641509,1.5235313744640635,0.14763096105102663,0.3380681818181818
ACTR6,12.581971146298196,0.1270650549320859,1.5227072621721496,0.14791196418778915,0.20454545454545456
ERCC1,13.688958728564167,0.09024157858242701,1.5221270611594837,0.1481100748654844,0.2471590909090909
HMGN4,11.670381205440515,0.16652762591924516,1.5221053785485956,0.14811748284936982,0.29829545454545453
CIAPIN1,12.460138141638357,0.13182406976298755,1.521812809426708,0.14821747184125325,0.2471590909090909
MAPRE2,13.973174249821342,0.0824673044831295,1.5215200859144427,0.148317571631287,0.6420454545454546
INIP,11.632000267554394,0.16839371487406643,1.5214969393895814,0.14832548929870654,0.3125
CUL9,7.870762821754028,0.44619528960766197,1.5213437458398822,0.14837790094529923,0.05113636363636364
STK39,14.866367865346222,0.061796533451336295,1.5203149141859387,0.14873030436797896,0.05397727272727273
RP5-882C2.2,8.572209483323498,0.3796575264884772,1.520069472640446,0.14881448103506842,0.0625
NPC2,8.702171422658497,0.3680399592706865,1.519861266022392,0.14888591967563336,0.14488636363636365
HDGF,8.824553006872728,0.35731209305650075,1.5196947539249905,0.14894307352644173,0.11931818181818182
NT5C,11.0075072561706,0.20127418995996813,1.519638194030741,0.14896249151142843,0.24147727272727273
GGPS1,12.541662376176028,0.1286228964436511,1.5193611216734422,0.14905764662803866,0.20738636363636365
FAM76A,13.601278729012229,0.0927683738459899,1.5192972456691498,0.14907959100136664,0.24147727272727273
LPIN2,10.780560627240451,0.2144456136597779,1.5189463866102662,0.14920017684467185,0.15056818181818182
GNPDA2,13.0300340052927,0.11082040611734888,1.5187773167111953,0.14925831393142805,0.11647727272727272
CXorf21,12.559653222767997,0.12792556474605807,1.518092390700683,0.14949403447109805,0.07954545454545454
MFSD1,17.161954143925644,0.028466157586281002,1.517781257945245,0.1496012177775759,0.2159090909090909
TRIM35,14.868632232203074,0.06175072424221963,1.5175612501680302,0.14967704889264474,0.13636363636363635
RPS4Y1,12.530887294025495,0.12904211208805394,1.5173288864580126,0.14975717459800014,0.34375
NUDT14,13.907688268685586,0.08420344408670627,1.5172156346915484,0.14979624041072825,0.11363636363636363
ZMYM3,11.622225223447682,0.1688717587443545,1.5170049491201232,0.14986893894843473,0.05965909090909091
MAN1A1,15.014257238367541,0.058868828926315585,1.5167896881282539,0.1499432475295789,0.11079545454545454
UBE2J1,15.239886773114682,0.05464545878614333,1.5165634053397292,0.15002139493646263,0.20738636363636365
DSTN,12.222097769592542,0.1415661265117745,1.5162759884862884,0.15012070553996237,0.22727272727272727
TMEM66,13.200316035891564,0.10514070812802609,1.5162522106309064,0.15012892398263597,0.7698863636363636
NEK9,10.543115568148277,0.22895407171714124,1.5161679688368817,0.1501580439430465,0.125
TRAPPC4,14.323698002187344,0.07370882584251152,1.5153989969284773,0.15042407939689392,0.3806818181818182
OS9,9.37507187626244,0.3116496291042685,1.5149482656021596,0.15058020336664915,0.39204545454545453
CKS1B,11.527767804167652,0.1735496986725541,1.5146828009975735,0.1506722197925673,0.22443181818181818
RPSA,13.159923969296875,0.10646431166984215,1.5143600102458514,0.1507841717904277,0.4772727272727273
MFSD5,16.135253347907565,0.04048462926682778,1.5143198719155515,0.15079809776279712,0.2528409090909091
HIGD2A,8.900837828709074,0.35073016329743834,1.5139015488736913,0.15094330036069326,0.5909090909090909
CAPN1,14.715957665668594,0.06490956381972367,1.5138038604740893,0.150977225884925,0.07386363636363637
CHTOP,15.47563696964982,0.05053065103491242,1.5137139073139376,0.15100847087175998,0.26420454545454547
COQ5,11.645296772362052,0.16774526916145302,1.5136506295746017,0.15103045354406605,0.17045454545454544
MRS2,13.296102516658312,0.102059634915089,1.5134919949638443,0.15108557522993,0.13920454545454544
DRAP1,15.03850882387601,0.05840099095135838,1.5131738540968145,0.15119617344540168,0.8181818181818182
ARCN1,9.769458091473982,0.2815812863663992,1.5125563641489324,0.1514110351554057,0.3778409090909091
MPI,16.920491058328864,0.030947730888933662,1.5121648651148853,0.1515473965865752,0.07670454545454546
SYAP1,12.306700192784243,0.13803530434685596,1.5116916912235383,0.15171234627722402,0.2471590909090909
AKTIP,13.581976596084035,0.09333300448975165,1.5115866057882659,0.1517490002075902,0.20454545454545456
AHSA1,14.231267402927745,0.0759331301485764,1.5115695585316433,0.1517549470269646,0.2471590909090909
SRSF6,12.501761240290946,0.1301811975171744,1.5111313778573199,0.15190787189821178,0.8892045454545454
UBL3,13.432020773456067,0.09782444763471211,1.5107037733429887,0.15205723292876666,0.09659090909090909
SF3A3,11.60674719533181,0.16963101945581727,1.5105566892149385,0.15210863805644836,0.29261363636363635
PCMTD1,12.65501143421659,0.12428375521069687,1.510234188687403,0.15222140238321305,0.13920454545454544
RP11-305M3.2,11.085286006714691,0.19691345092788914,1.5101990516636352,0.15223369258682526,0.1278409090909091
CDC5L,11.929004729673075,0.15439973861908382,1.5099878928928714,0.15230756945188545,0.3153409090909091
CTD-2555O16.2,12.909561554182424,0.11499942757376835,1.5098358588760112,0.15236077969639367,0.056818181818181816
NME3,15.443149840656666,0.051080260711279205,1.5094331685557576,0.15250179382263,0.15056818181818182
OAZ2,11.097822900947811,0.19621779320791127,1.5094310803990856,0.15250252534459796,0.11647727272727272
KLHL9,10.155451207320855,0.25428441056254225,1.5093761269196495,0.1525217776988386,0.11647727272727272
TMEM234,12.868227873129584,0.11646461641595786,1.5091061820446172,0.1526163801683535,0.05965909090909091
HTT,14.616878742525762,0.06703732567530847,1.5089782424387936,0.15266123428144293,0.048295454545454544
UBE2D3,4.660759386607937,0.7931425067307631,1.508669237967013,0.15276961413690363,0.8409090909090909
ADCY3,13.292682627593278,0.10216825387193935,1.5082342921159293,0.15292227810204184,0.08522727272727272
ICAM2,10.129290676760474,0.25606845666753897,1.5079851845027707,0.15300977250004671,0.07954545454545454
ST3GAL1,14.276035110827397,0.07484837062187358,1.507948857243491,0.15302253534999352,0.20454545454545456
EIF3E,10.28135048955704,0.24583148090993667,1.5072975358235834,0.1532515186252349,0.3977272727272727
PMPCB,13.327720606648574,0.10106022912764183,1.5072397862427254,0.15327183562817367,0.21306818181818182
DDX58,12.444770321272197,0.13243513844988572,1.5072360008091223,0.1532731674700961,0.15625
R3HCC1,12.440314419630223,0.13261277323651852,1.5069467601926045,0.15337496126081232,0.08806818181818182
MBTPS2,15.650390391974462,0.04766637157295672,1.50630286257154,0.15360177882904008,0.0625
CEBPZ,12.321642164534646,0.13741961147340576,1.5056407657693744,0.15383530630088113,0.22443181818181818
MTMR14,15.220872718670591,0.054990365200769935,1.5055056271955622,0.15388300817801942,0.16477272727272727
CIRH1A,11.989261135414358,0.15168366805142813,1.5055010491891658,0.15388462436666545,0.13636363636363635
CHD8,11.91270539622074,0.15514145905199908,1.5053448650952983,0.1539397712459172,0.18181818181818182
ENDOV,8.783719304490582,0.36086851678458337,1.5048150435631291,0.15412697128677005,0.05113636363636364
SNX18,15.767329485446561,0.04583402542214231,1.504590492702466,0.15420636978320287,0.2159090909090909
ZWILCH,14.221781421041191,0.07616479336716679,1.5044845112313168,0.15424385570725277,0.13352272727272727
TIMM22,11.952969533839946,0.1533146346378068,1.5043903189697367,0.15427717829488677,0.1534090909090909
DARS2,11.213193141643922,0.1899095287773058,1.50430806989701,0.15430628074906164,0.08238636363636363
UBA1-1,12.256215626368778,0.14013305840093732,1.5040135351184514,0.15441053543162864,0.1903409090909091
ISCA1,14.595034504569448,0.06751486938755084,1.5039903139859427,0.1544187574343939,0.1278409090909091
RP11-452L6.1,10.220022102870892,0.24992165573657044,1.5039207888733643,0.1544433767170084,0.13636363636363635
TLE3,10.994268163724817,0.20202418406152428,1.5039116307999187,0.15444661989885072,0.32386363636363635
TMEM99,14.446096034481805,0.07085385372006939,1.5036634983604473,0.15453451409827643,0.06534090909090909
TVP23B,10.926960428436097,0.20587216957053073,1.50348078842545,0.1545992614715598,0.39204545454545453
ATP5O,7.846179275988479,0.4486383926113212,1.5033823258158137,0.15463416352325252,0.6846590909090909
APRT,14.956472434271737,0.0599973725973375,1.503359804412374,0.1546421476336805,0.36079545454545453
RER1,9.101179931009371,0.33383261849330476,1.5033548551378075,0.15464390225870156,0.4460227272727273
CHM,11.154410448718592,0.19310266013966937,1.5033356610474282,0.15465070714036447,0.07670454545454546
TECPR1,11.022882883037296,0.2004059913750394,1.5027699719916814,0.1548513758347746,0.09090909090909091
FUT11,10.605007486217085,0.2250996315832724,1.502350214045076,0.15500042166955608,0.09375
PQBP1-1,13.115089981975316,0.10795060205935901,1.5008474748239538,0.15553501289872942,0.21306818181818182
PHKG2,15.910134014028126,0.043684580889773866,1.500395610385644,0.1556960687860947,0.125
C12orf4,17.965717360814136,0.021484981944854774,1.50004679485796,0.1558204928072216,0.08806818181818182
JUNB,10.570281689877191,0.2272558942979829,1.499834585666365,0.15589623027523172,0.12215909090909091
MRFAP1,12.574062959728892,0.12736939600503516,1.4997111688011315,0.15594029221005717,0.32386363636363635
GTF2A2,8.007998650798179,0.4326891757638355,1.4991775104261669,0.15613093977317707,0.4659090909090909
TEX261,14.551374913546551,0.06847857620040756,1.4988520806064403,0.15624729603944834,0.06534090909090909
EFCAB14,14.746478069101023,0.06426659053841774,1.4983970729592289,0.15641010645479175,0.2585227272727273
RPP21,9.457591864442522,0.3051751833944808,1.4982653623500364,0.15645726203174365,0.20170454545454544
MEI1,14.80231888738373,0.06310515717145085,1.498131032663374,0.15650536779585872,0.18181818181818182
PTPN11,13.637767325881994,0.09170928773588959,1.4978352990342605,0.15661131955569707,0.3778409090909091
LRRC58,13.494832095995568,0.09592033818257223,1.4972733240145886,0.1568128255962626,0.07386363636363637
MZB1,12.803362266433652,0.11879677513056178,1.496852638509942,0.1569638144996271,0.05965909090909091
CHD9,12.451421749227308,0.13217035991305162,1.4966231671881414,0.15704622666876392,0.09090909090909091
PPIF,11.028053426055855,0.2001147144618236,1.4963694585825293,0.15713738634996674,0.13352272727272727
CENPC,15.64096130413051,0.04781702056252311,1.4962723582650572,0.15717228726603819,0.21875
SFI1,12.722453595491134,0.12176262137726698,1.4959340509375352,0.15729393722670595,0.09090909090909091
NAA16,13.607604036801717,0.09258400577779455,1.49580906802693,0.1573388994071966,0.05113636363636364
LENG1,13.078488126982583,0.10917746516849508,1.4954221278723814,0.15747816930664651,0.11363636363636363
TXNDC11,12.84637943221508,0.11724565297723069,1.4947620931093315,0.1577159756386972,0.08238636363636363
TSEN54,12.156641356240936,0.14435058127881156,1.4942739072429314,0.157892062765883,0.17329545454545456
UBE2H,11.473791694937079,0.17627084207953206,1.4942043023968337,0.15791718266025692,0.09943181818181818
PPFIA1,13.229748649945577,0.10418537380720046,1.4936162747964026,0.15812953359195026,0.08522727272727272
HERC2P2,9.859539441054709,0.2750231918919897,1.4933866092303358,0.15821253740667587,0.09943181818181818
C12orf23,14.722304461073838,0.06477537660544505,1.493012300549017,0.15834789647970088,0.34375
GVINP1,12.519963190048541,0.12946832892519708,1.4929060311395494,0.15838634404463808,0.17329545454545456
UHMK1,14.391343248257725,0.07211839711048428,1.4921988943064193,0.15864238400439312,0.19318181818181818
PPP4R1,10.503256559226196,0.23146374241647083,1.4921584696505195,0.15865703160181152,0.06534090909090909
TPST2,12.297096932549909,0.13843225876015497,1.4921191767402315,0.15867127022283462,0.3039772727272727
ME2,14.270857170371956,0.07497311843067932,1.4920232242154885,0.1587060452328494,0.125
CCNDBP1,9.329633805900885,0.31525602665513613,1.4918398972009024,0.15877250445802957,0.6136363636363636
TDG,10.799607278135436,0.21331429472948027,1.4915551612599316,0.1588757731686267,0.3465909090909091
DUS1L,14.813927432785398,0.06286612094779304,1.4911702630178474,0.15901545988823715,0.05397727272727273
ATF7IP2,11.598114174168309,0.17005573949966468,1.4902954365621435,0.15933333960938117,0.1534090909090909
RPL7,23.86215461402217,0.002416957329875967,1.4901749265746382,0.15937717086115985,0.9971590909090909
FAM127A,13.732695559585615,0.08900420469805728,1.4901111290700884,0.1594003791046103,0.23011363636363635
RNU12,12.330190418970716,0.13706843517621836,1.489973615458667,0.1594504135607864,0.056818181818181816
NAGA,13.519693632624344,0.09517578691728565,1.4898247259149886,0.1595046022310139,0.06818181818181818
NOP14,13.133679077149505,0.10733215814745663,1.4894323430984697,0.15964748588478397,0.05397727272727273
YIPF3,13.550697130449095,0.0942544811739853,1.4890575524683407,0.15978406514505844,0.14204545454545456
DNAJC19P9,10.980886388993163,0.2027845563929781,1.4889281233105542,0.15983125413722593,0.16477272727272727
NISCH,16.46280835166908,0.03621509390473626,1.4885221184920345,0.15997935767841734,0.056818181818181816
RPS21,10.873577829273435,0.20896586874480547,1.4879938452528325,0.1601722373910235,0.6306818181818182
TBCB,13.643541595504367,0.0915426777584398,1.4873563472986533,0.16040525985815426,0.4715909090909091
