,Donor,Timepoint,clone_id,DonorDay,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_YFV2003_D15_p7_L9,YFV2003,15,D74,YFV2003_D15,2917,7.978653729082731,15541.773,9.651351,115.137344,4.7547736,0.740825,15541.773,2917,0
P20407_YFV2003_D15_p7_G9,YFV2003,15,D235,YFV2003_D15,3028,8.015987811027237,15827.426,9.669562,128.12207,4.8607583,0.809494,15827.426,3028,0
P20407_YFV2003_D15_p5_K9,YFV2003,15,D1610,YFV2003_D15,2000,7.601402334583733,11319.299,9.3343525,132.79156,4.896283,1.173143,11319.299,2000,0
P20407_YFV2003_D15_p5_L9,YFV2003,15,D313,YFV2003_D15,4349,8.37793112408273,20996.066,9.952138,142.57042,4.9668255,0.67903394,20996.066,4349,0
P20407_YFV2003_D15_p5_D9,YFV2003,15,D791,YFV2003_D15,3357,8.119100837637486,17284.402,9.757618,152.45284,5.0333934,0.88202554,17284.402,3357,0
P20407_YFV2003_D15_p7_I9,YFV2003,15,D1520,YFV2003_D15,3874,8.262300941787448,19236.33,9.864608,118.582886,4.78401,0.61645275,19236.33,3874,0
P20407_YFV2003_D15_p7_J9,YFV2003,15,D1098,YFV2003_D15,3002,8.00736706798333,15892.325,9.673655,133.80777,4.9038496,0.84196466,15892.325,3002,0
P20407_YFV2003_D15_p5_F9,YFV2003,15,D86,YFV2003_D15,4939,8.505120610181969,22813.781,10.035164,154.00996,5.0434895,0.6750742,22813.781,4939,0
P20407_YFV2003_D15_p3_O21,YFV2003,15,D296,YFV2003_D15,5112,8.53954159508,23748.105,10.0753,142.68304,4.96761,0.60081863,23748.105,5112,0
P20407_YFV2003_D15_p3_E21,YFV2003,15,D124,YFV2003_D15,5485,8.60995467149755,24835.555,10.120071,131.19907,4.884309,0.52827114,24835.555,5485,0
P20407_YFV2003_D15_p3_L21,YFV2003,15,D19,YFV2003_D15,6447,8.771525284186465,26838.287,10.197622,143.16916,4.9709873,0.5334512,26838.287,6447,0
P20407_YFV2003_D15_p3_H21,YFV2003,15,D166,YFV2003_D15,3608,8.19118600464279,18278.203,9.8135195,134.86073,4.91163,0.7378227,18278.203,3608,0
P20407_YFV2003_D15_p3_A21,YFV2003,15,D6,YFV2003_D15,5256,8.567315800819449,24028.93,10.087055,165.94954,5.1176915,0.69062394,24028.93,5256,0
P20407_YFV2003_D15_p3_F21,YFV2003,15,D808,YFV2003_D15,4637,8.442038517815478,21677.164,9.984061,146.72032,4.995321,0.6768428,21677.164,4637,0
P20407_YFV2003_D15_p3_I21,YFV2003,15,D1179,YFV2003_D15,2749,7.919356190660617,15042.807,9.618722,139.28917,4.9437056,0.925952,15042.807,2749,0
P20407_YFV2003_D15_p3_G21,YFV2003,15,D698,YFV2003_D15,3976,8.28828304520769,19629.557,9.884843,137.19122,4.9286385,0.6989013,19629.557,3976,0
P20407_YFV2003_D15_p3_K21,YFV2003,15,D71,YFV2003_D15,3225,8.078998258685154,16937.424,9.73734,116.16662,4.763597,0.68585765,16937.424,3225,0
P20407_YFV2003_D15_p3_M21,YFV2003,15,D519,YFV2003_D15,3099,8.039157390473237,16372.626,9.703427,132.81314,4.8964443,0.81119025,16372.626,3099,0
P20407_YFV2003_D15_p3_P21,YFV2003,15,D746,YFV2003_D15,4778,8.471986598578159,22551.152,10.023585,147.0319,4.997428,0.65199286,22551.152,4778,0
P20407_YFV2003_D15_p3_D21,YFV2003,15,D1613,YFV2003_D15,5347,8.584477938221834,24268.268,10.096966,137.56271,4.931323,0.56684196,24268.268,5347,0
P20407_YFV2003_D15_p3_J21,YFV2003,15,D584,YFV2003_D15,3747,8.228977643358313,18912.656,9.847639,136.58058,4.9242096,0.722165,18912.656,3747,0
P20407_YFV2003_D15_p6_O19,YFV2003,15,D413,YFV2003_D15,2096,7.64826303090192,12339.064,9.420607,170.62286,5.1452994,1.382786,12339.064,2096,0
P20407_YFV2003_D15_p6_P19,YFV2003,15,D474,YFV2003_D15,4408,8.391403185357937,21076.152,9.955945,130.2974,4.877465,0.61822194,21076.152,4408,0
P20407_YFV2003_D15_p6_H19,YFV2003,15,D1098,YFV2003_D15,2862,7.959625305098115,15168.111,9.627016,146.10652,4.991157,0.96324795,15168.111,2862,0
P20407_YFV2003_D15_p6_E19,YFV2003,15,D124,YFV2003_D15,2975,7.998335395952982,15652.602,9.658456,135.64629,4.9173956,0.86660534,15652.602,2975,0
P20407_YFV2003_D15_p6_D19,YFV2003,15,D257,YFV2003_D15,2984,8.001355025826703,15814.424,9.668741,121.72413,4.809939,0.7697032,15814.424,2984,0
P20407_YFV2003_D15_p6_A19,YFV2003,15,D553,YFV2003_D15,5457,8.604837701268284,24420.48,10.103218,153.32613,5.039068,0.62785876,24420.48,5457,0
P20407_YFV2003_D15_p6_K19,YFV2003,15,D139,YFV2003_D15,4286,8.363342466597977,20377.023,9.922213,143.71593,4.974773,0.7052842,20377.023,4286,0
P20407_YFV2003_D15_p6_M19,YFV2003,15,D1324,YFV2003_D15,6021,8.70317470904168,25674.357,10.153287,144.36067,4.979218,0.5622757,25674.357,6021,0
P20407_YFV2003_D15_p6_C19,YFV2003,15,D466,YFV2003_D15,3213,8.075271546297458,16552.43,9.714349,136.94847,4.9268804,0.82736176,16552.43,3213,0
P20407_YFV2003_D15_p6_L19,YFV2003,15,D0,YFV2003_D15,3210,8.074337694089515,16946.184,9.737857,155.3866,5.052331,0.9169416,16946.184,3210,1
P20407_YFV2003_D15_p6_J19,YFV2003,15,D1732,YFV2003_D15,2428,7.795234929002173,13857.371,9.536645,155.1319,5.050701,1.11949,13857.371,2428,0
P20407_YFV2003_D15_p6_N19,YFV2003,15,D84,YFV2003_D15,3495,8.159374736775426,18035.984,9.8001795,133.27715,4.8999057,0.7389513,18035.984,3495,0
P20407_YFV2003_D15_p6_B19,YFV2003,15,D212,YFV2003_D15,3516,8.165363632473982,17451.209,9.767221,139.96251,4.948494,0.80202186,17451.209,3516,0
P20407_YFV2003_D15_p6_G19,YFV2003,15,D0,YFV2003_D15,2234,7.711996507047669,12823.583,9.459119,157.40915,5.0651813,1.2274975,12823.583,2234,1
P20407_YFV2003_D15_p2_N21,YFV2003,15,D1568,YFV2003_D15,1650,7.409136443920128,9633.058,9.173059,126.019394,4.84434,1.3081973,9633.058,1650,0
P20407_YFV2003_D15_p2_G21,YFV2003,15,D10,YFV2003_D15,2793,7.935229539816907,15087.969,9.621719,134.38214,4.9081016,0.8906576,15087.969,2793,0
P20407_YFV2003_D15_p2_A21,YFV2003,15,D198,YFV2003_D15,4890,8.495152060539358,22495.354,10.021109,138.58192,4.9386516,0.6160469,22495.354,4890,0
P20407_YFV2003_D15_p2_K21,YFV2003,15,D130,YFV2003_D15,3690,8.213652703029998,18369.195,9.818485,135.88293,4.919126,0.7397327,18369.195,3690,0
P20407_YFV2003_D15_p2_E21,YFV2003,15,D239,YFV2003_D15,6386,8.76201995356159,27475.826,10.221098,142.35239,4.965306,0.5181005,27475.826,6386,0
P20407_YFV2003_D15_p2_M21,YFV2003,15,D374,YFV2003_D15,3653,8.203577736937952,18341.844,9.816995,131.63213,4.8875794,0.71766025,18341.844,3653,0
P20407_YFV2003_D15_p2_I21,YFV2003,15,D106,YFV2003_D15,2725,7.9105906122564775,14848.667,9.605733,115.15465,4.7549224,0.7755218,14848.667,2725,0
P20407_YFV2003_D15_p2_H21,YFV2003,15,D672,YFV2003_D15,3246,8.085486772102845,16596.342,9.716998,131.79367,4.888797,0.7941128,16596.342,3246,0
P20407_YFV2003_D15_p2_P21,YFV2003,15,D1003,YFV2003_D15,4765,8.469262657658687,22618.066,10.026548,125.60958,4.8411083,0.55535066,22618.066,4765,0
P20407_YFV2003_D15_p2_C21,YFV2003,15,D15,YFV2003_D15,3878,8.263332667439967,19118.006,9.8584385,124.70689,4.833953,0.6523007,19118.006,3878,0
P20407_YFV2003_D15_p2_J21,YFV2003,15,D486,YFV2003_D15,4464,8.4040244933106,20991.191,9.951906,141.86343,4.9618893,0.6758236,20991.191,4464,0
P20407_YFV2003_D15_p2_F21,YFV2003,15,D856,YFV2003_D15,4682,8.451694209183541,21985.79,9.998197,123.02987,4.8205223,0.55958813,21985.79,4682,0
P20407_YFV2003_D15_p2_B21,YFV2003,15,D0,YFV2003_D15,1816,7.504942068396171,10956.903,9.301816,159.96542,5.0811896,1.459951,10956.903,1816,1
P20407_YFV2003_D15_p2_O21,YFV2003,15,D280,YFV2003_D15,3765,8.233768709217097,18664.914,9.834455,139.49684,4.945185,0.74737465,18664.914,3765,0
P20407_YFV2003_D15_p2_D21,YFV2003,15,D270,YFV2003_D15,4709,8.457443187010464,21916.06,9.995021,132.38179,4.8932157,0.6040401,21916.06,4709,0
P20407_YFV2003_D15_p2_L21,YFV2003,15,D15,YFV2003_D15,4586,8.430981494597171,21864.064,9.992645,135.86073,4.918964,0.6213883,21864.064,4586,0
P20407_YFV2003_D15_p6_O12,YFV2003,15,D0,YFV2003_D15,2555,7.846198815497425,14346.905,9.57136,150.41315,5.0200124,1.0484014,14346.905,2555,1
P20407_YFV2003_D15_p6_P12,YFV2003,15,D255,YFV2003_D15,2678,7.893198869544609,14641.146,9.59166,125.710785,4.841907,0.858613,14641.146,2678,0
P20407_YFV2003_D15_p6_F12,YFV2003,15,D19,YFV2003_D15,3008,8.009363076630045,15468.558,9.646629,141.11406,4.9566298,0.9122639,15468.558,3008,0
P20407_YFV2003_D15_p6_H12,YFV2003,15,D413,YFV2003_D15,3437,8.142645185942795,17385.512,9.76345,141.9267,4.962332,0.81635046,17385.512,3437,0
P20407_YFV2003_D15_p6_D12,YFV2003,15,D0,YFV2003_D15,1689,7.432483807917119,10522.721,9.261387,170.01193,5.141733,1.6156651,10522.721,1689,1
P20407_YFV2003_D15_p6_A12,YFV2003,15,D1344,YFV2003_D15,4200,8.343077871169383,20136.104,9.910319,143.45969,4.9730005,0.7124501,20136.104,4200,0
P20407_YFV2003_D15_p6_K12,YFV2003,15,D1368,YFV2003_D15,2586,7.8582541821860294,14393.829,9.574624,133.86763,4.904294,0.9300348,14393.829,2586,0
P20407_YFV2003_D15_p6_M12,YFV2003,15,D57,YFV2003_D15,2156,7.676473646389156,12579.966,9.43994,140.21548,4.950287,1.1145935,12579.966,2156,0
P20407_YFV2003_D15_p6_L12,YFV2003,15,D0,YFV2003_D15,1914,7.557472901614746,11434.021,9.344436,107.334595,4.6852245,0.93873006,11434.021,1914,1
P20407_YFV2003_D15_p6_J12,YFV2003,15,D137,YFV2003_D15,3216,8.076204527239026,16339.517,9.701403,130.67728,4.880354,0.7997622,16339.517,3216,0
P20407_YFV2003_D15_p6_N12,YFV2003,15,D26,YFV2003_D15,3681,8.211211361793023,18604.629,9.83122,138.66795,4.9392676,0.7453411,18604.629,3681,0
P20407_YFV2003_D15_p6_B12,YFV2003,15,D58,YFV2003_D15,5260,8.568076401730806,23520.055,10.065651,142.68411,4.967617,0.60664874,23520.055,5260,0
P20407_YFV2003_D15_p6_I12,YFV2003,15,D0,YFV2003_D15,3272,8.09346227450118,16740.01,9.725616,142.02202,4.9629984,0.8483986,16740.01,3272,1
P20407_YFV2003_D15_p6_G12,YFV2003,15,D610,YFV2003_D15,3179,8.064636475774222,15862.5,9.671776,148.79729,5.009283,0.93804437,15862.5,3179,0
P20407_YFV2003_D15_p2_N11,YFV2003,15,D177,YFV2003_D15,5247,8.565602330623925,24024.826,10.0868845,145.75243,4.988747,0.60667425,24024.826,5247,0
P20407_YFV2003_D15_p2_G11,YFV2003,15,D497,YFV2003_D15,2738,7.915348169263078,15054.311,9.619486,130.13289,4.876211,0.8644228,15054.311,2738,0
P20407_YFV2003_D15_p2_A11,YFV2003,15,D161,YFV2003_D15,3697,8.21554741194707,18810.707,9.842235,134.97551,4.9124746,0.71754616,18810.707,3697,0
P20407_YFV2003_D15_p2_K11,YFV2003,15,D291,YFV2003_D15,5113,8.539737155851132,23063.906,10.046067,130.8783,4.8818793,0.56745934,23063.906,5113,0
P20407_YFV2003_D15_p2_E11,YFV2003,15,D13,YFV2003_D15,3227,8.07961802938984,16901.078,9.735192,138.8658,4.9406834,0.82163864,16901.078,3227,0
P20407_YFV2003_D15_p2_M11,YFV2003,15,D815,YFV2003_D15,3103,8.04044688130311,16339.868,9.701425,125.394516,4.839408,0.7674145,16339.868,3103,0
P20407_YFV2003_D15_p2_H11,YFV2003,15,D789,YFV2003_D15,3818,8.247743887225516,18783.883,9.840808,129.84041,4.873978,0.69123304,18783.883,3818,0
P20407_YFV2003_D15_p2_P11,YFV2003,15,D895,YFV2003_D15,3646,8.20166019080868,18385.65,9.81938,131.27841,4.8849087,0.7140265,18385.65,3646,0
P20407_YFV2003_D15_p2_C11,YFV2003,15,D1219,YFV2003_D15,2595,7.86172707782398,14324.246,9.569778,110.93835,4.7179484,0.77447945,14324.246,2595,0
P20407_YFV2003_D15_p2_F11,YFV2003,15,D0,YFV2003_D15,1918,7.5595594960077,11498.511,9.3500595,149.31877,5.0127583,1.2985922,11498.511,1918,1
P20407_YFV2003_D15_p2_D11,YFV2003,15,D1526,YFV2003_D15,3399,8.131530710604252,17787.8,9.7863245,130.21997,4.876875,0.73207456,17787.8,3399,0
P20407_YFV2003_D15_p2_L11,YFV2003,15,D749,YFV2003_D15,5262,8.56845648535378,23698.227,10.073197,129.9773,4.875024,0.5484684,23698.227,5262,0
P20407_YFV2003_D15_p7_M10,YFV2003,15,D0,YFV2003_D15,1897,7.5485559791698735,11343.243,9.336466,136.57275,4.924153,1.204001,11343.243,1897,1
P20407_YFV2003_D15_p7_K10,YFV2003,15,D155,YFV2003_D15,4233,8.350902451694811,20428.566,9.924739,122.93422,4.819751,0.60177606,20428.566,4233,0
P20407_YFV2003_D15_p5_M10,YFV2003,15,D126,YFV2003_D15,2803,7.938802248154481,15058.099,9.619738,133.4717,4.901354,0.88637817,15058.099,2803,0
P20407_YFV2003_D15_p5_P10,YFV2003,15,D674,YFV2003_D15,4748,8.465689348549121,22231.604,10.0093155,125.51538,4.840364,0.56458086,22231.604,4748,0
P20407_YFV2003_D15_p5_G10,YFV2003,15,D78,YFV2003_D15,3500,8.160803920954665,17657.855,9.778993,137.29646,4.9293995,0.7775376,17657.855,3500,0
P20407_YFV2003_D15_p5_B10,YFV2003,15,D988,YFV2003_D15,2888,7.968665700466235,15409.369,9.642796,135.8743,4.919063,0.8817642,15409.369,2888,0
P20407_YFV2003_D15_p7_P10,YFV2003,15,D592,YFV2003_D15,4679,8.451053388911692,22516.43,10.022045,132.66077,4.895305,0.5891732,22516.43,4679,0
P20407_YFV2003_D15_p7_A10,YFV2003,15,D4,YFV2003_D15,4700,8.45553053102413,21532.664,9.977373,128.93,4.866996,0.5987647,21532.664,4700,0
P20407_YFV2003_D15_p5_E10,YFV2003,15,D600,YFV2003_D15,3638,8.19946419761216,18273.988,9.813289,138.80571,4.9402537,0.75958085,18273.988,3638,0
P20407_YFV2003_D15_p5_I10,YFV2003,15,D1384,YFV2003_D15,4089,8.316300249036848,20037.77,9.905424,126.55826,4.848573,0.63159853,20037.77,4089,0
P20407_YFV2003_D15_p7_E10,YFV2003,15,D443,YFV2003_D15,3073,8.03073492409854,16223.788,9.694296,125.60593,4.841079,0.77420837,16223.788,3073,0
P20407_YFV2003_D15_p7_H10,YFV2003,15,D1052,YFV2003_D15,4373,8.383433201236713,20953.336,9.950101,132.54718,4.894455,0.6325827,20953.336,4373,0
P20407_YFV2003_D15_p7_N10,YFV2003,15,D19,YFV2003_D15,2333,7.755338812846501,13113.879,9.481503,124.0227,4.8284955,0.94573617,13113.879,2333,0
P20407_YFV2003_D15_p5_C10,YFV2003,15,D124,YFV2003_D15,5486,8.610136937058975,24752.604,10.116726,121.87927,4.8112025,0.49238968,24752.604,5486,0
P20407_YFV2003_D15_p7_D10,YFV2003,15,D1253,YFV2003_D15,2506,7.826842098158293,13790.642,9.531818,107.19789,4.683962,0.7773234,13790.642,2506,0
P20407_YFV2003_D15_p5_H10,YFV2003,15,D0,YFV2003_D15,1704,7.4413203897176174,10533.675,9.262427,154.43478,5.046226,1.4661055,10533.675,1704,1
P20407_YFV2003_D15_p7_B10,YFV2003,15,D265,YFV2003_D15,2716,7.907283609426348,14858.012,9.606361,119.55628,4.7921166,0.8046587,14858.012,2716,0
P20407_YFV2003_D15_p5_O10,YFV2003,15,D0,YFV2003_D15,1659,7.414572881350589,10268.179,9.236902,160.75882,5.0861063,1.5656021,10268.179,1659,1
P20407_YFV2003_D15_p7_C10,YFV2003,15,D378,YFV2003_D15,3121,8.046229101075378,16467.11,9.709181,132.39703,4.89333,0.8040089,16467.11,3121,0
P20407_YFV2003_D15_p7_F10,YFV2003,15,D997,YFV2003_D15,3309,8.104703468371108,17087.371,9.746154,132.4811,4.89396,0.7753158,17087.371,3309,0
P20407_YFV2003_D15_p5_A10,YFV2003,15,D419,YFV2003_D15,4093,8.317277766221235,19907.555,9.898905,128.47578,4.863494,0.64536196,19907.555,4093,0
P20407_YFV2003_D15_p7_O10,YFV2003,15,D406,YFV2003_D15,2797,7.936660155225426,15105.967,9.622911,117.617874,4.775907,0.77861863,15105.967,2797,0
P20407_YFV2003_D15_p5_J10,YFV2003,15,D0,YFV2003_D15,3171,8.06211758275474,16209.518,9.693416,131.87167,4.889384,0.81354475,16209.518,3171,1
P20407_YFV2003_D15_p5_N10,YFV2003,15,D1523,YFV2003_D15,3284,8.09712193091871,17068.367,9.745041,122.77544,4.818469,0.71931565,17068.367,3284,0
P20407_YFV2003_D15_p7_L10,YFV2003,15,D637,YFV2003_D15,2343,7.759614150696903,13341.213,9.498688,127.33974,4.854681,0.9544839,13341.213,2343,0
P20407_YFV2003_D15_p7_G10,YFV2003,15,D0,YFV2003_D15,2635,7.877017895622398,14454.234,9.578812,115.75488,4.7600765,0.8008372,14454.234,2635,1
P20407_YFV2003_D15_p5_K10,YFV2003,15,D0,YFV2003_D15,1898,7.549082710812286,11486.0625,9.348977,147.44514,5.0002155,1.2836875,11486.0625,1898,1
P20407_YFV2003_D15_p5_L10,YFV2003,15,D1041,YFV2003_D15,2274,7.729735331385051,12838.936,9.460316,145.07391,4.9841127,1.1299528,12838.936,2274,0
P20407_YFV2003_D15_p5_D10,YFV2003,15,D433,YFV2003_D15,4720,8.459775920546287,22123.26,10.00443,137.6571,4.932004,0.6222279,22123.26,4720,0
P20407_YFV2003_D15_p7_I10,YFV2003,15,D1391,YFV2003_D15,6137,8.722254235179681,26559.998,10.1872,128.6377,4.8647437,0.48432872,26559.998,6137,0
P20407_YFV2003_D15_p7_J10,YFV2003,15,D1762,YFV2003_D15,4689,8.453187861440325,22140.367,10.005203,125.10004,4.8370757,0.56503147,22140.367,4689,0
P20407_YFV2003_D15_p5_F10,YFV2003,15,D575,YFV2003_D15,3013,8.01102337918644,15724.613,9.663046,125.53172,4.840493,0.7983136,15724.613,3013,0
P20407_YFV2003_D15_p8_O6,YFV2003,15,D0,YFV2003_D15,2574,7.853604813097837,14567.827,9.586639,129.0458,4.8678865,0.88582736,14567.827,2574,1
P20407_YFV2003_D15_p4_I6,YFV2003,15,D300,YFV2003_D15,3997,8.293549515060345,19617.531,9.88423,138.76526,4.9399643,0.70735335,19617.531,3997,0
P20407_YFV2003_D15_p8_E6,YFV2003,15,D70,YFV2003_D15,4565,8.42639282708974,21700.527,9.985138,118.520584,4.7834888,0.5461645,21700.527,4565,0
P20407_YFV2003_D15_p4_C6,YFV2003,15,D277,YFV2003_D15,6058,8.70930004894499,25858.152,10.160419,150.97202,5.0236964,0.58384687,25858.152,6058,0
P20407_YFV2003_D15_p8_L6,YFV2003,15,D268,YFV2003_D15,4469,8.405143687607614,21120.139,9.95803,143.56358,4.9737196,0.67974734,21120.139,4469,0
P20407_YFV2003_D15_p8_N6,YFV2003,15,D421,YFV2003_D15,2726,7.910957382845589,14933.536,9.611432,129.51755,4.8715076,0.86729324,14933.536,2726,0
P20407_YFV2003_D15_p8_C6,YFV2003,15,D723,YFV2003_D15,3389,8.128585200374497,17100.402,9.746916,153.91823,5.042897,0.90008545,17100.402,3389,0
P20407_YFV2003_D15_p8_H6,YFV2003,15,D665,YFV2003_D15,3099,8.039157390473237,16425.838,9.706672,145.94308,4.9900455,0.888497,16425.838,3099,0
P20407_YFV2003_D15_p4_P6,YFV2003,15,D712,YFV2003_D15,2886,7.967973179662935,15358.376,9.639482,139.79742,4.9473224,0.91023576,15358.376,2886,0
P20407_YFV2003_D15_p4_L6,YFV2003,15,D1285,YFV2003_D15,2794,7.9355873855892,15129.255,9.624452,127.69863,4.8574734,0.84405106,15129.255,2794,0
P20407_YFV2003_D15_p8_A6,YFV2003,15,D166,YFV2003_D15,4038,8.303752415563412,19777.836,9.892367,140.37326,4.9514036,0.70975035,19777.836,4038,0
P20407_YFV2003_D15_p4_N6,YFV2003,15,D1085,YFV2003_D15,3582,8.183955717304954,18002.158,9.798303,139.57533,4.9457436,0.77532554,18002.158,3582,0
P20407_YFV2003_D15_p4_F6,YFV2003,15,D1208,YFV2003_D15,4931,8.503499864284235,22667.787,10.028745,142.55016,4.9666843,0.6288667,22667.787,4931,0
P20407_YFV2003_D15_p4_E6,YFV2003,15,D34,YFV2003_D15,3250,8.086717920303906,17185.412,9.751874,126.8505,4.8508615,0.73812896,17185.412,3250,0
P20407_YFV2003_D15_p4_B6,YFV2003,15,D1174,YFV2003_D15,3799,8.242756345714477,19117.229,9.8583975,135.63448,4.9173093,0.7094882,19117.229,3799,0
P20407_YFV2003_D15_p8_F6,YFV2003,15,D282,YFV2003_D15,4781,8.47261414801827,22054.236,10.001306,137.96594,4.934229,0.6255757,22054.236,4781,0
P20407_YFV2003_D15_p4_A6,YFV2003,15,D270,YFV2003_D15,5882,8.679822114864455,25840.2,10.159725,134.02078,4.905429,0.51865226,25840.2,5882,0
P20407_YFV2003_D15_p4_O6,YFV2003,15,D895,YFV2003_D15,2394,7.781138509845015,13695.82,9.524919,133.9483,4.904892,0.9780232,13695.82,2394,0
P20407_YFV2003_D15_p8_I6,YFV2003,15,D564,YFV2003_D15,2553,7.845416036592485,14232.326,9.563341,131.7756,4.8886604,0.92588943,14232.326,2553,0
P20407_YFV2003_D15_p4_H6,YFV2003,15,D0,YFV2003_D15,2047,7.6246189861593985,12117.103,9.402455,163.09496,5.1004453,1.3459897,12117.103,2047,1
P20407_YFV2003_D15_p8_G6,YFV2003,15,D112,YFV2003_D15,3385,8.12740456269308,17358.404,9.761889,127.59775,4.8566895,0.7350776,17358.404,3385,0
P20407_YFV2003_D15_p4_G6,YFV2003,15,D908,YFV2003_D15,2773,7.928045600874777,14984.004,9.614805,119.66449,4.793014,0.79861486,14984.004,2773,0
P20407_YFV2003_D15_p8_K6,YFV2003,15,D316,YFV2003_D15,4867,8.490438454107418,22733.982,10.03166,151.9774,5.03029,0.6685032,22733.982,4867,0
P20407_YFV2003_D15_p8_M6,YFV2003,15,D0,YFV2003_D15,4200,8.343077871169383,21029.744,9.953741,141.04715,4.956159,0.6707031,21029.744,4200,1
P20407_YFV2003_D15_p4_D6,YFV2003,15,D489,YFV2003_D15,4992,8.51579221050061,22795.318,10.034354,120.23083,4.7976966,0.5274365,22795.318,4992,0
P20407_YFV2003_D15_p8_P6,YFV2003,15,D122,YFV2003_D15,3911,8.271804031154709,19261.854,9.865933,130.7924,4.881228,0.67902297,19261.854,3911,0
P20407_YFV2003_D15_p4_K6,YFV2003,15,D124,YFV2003_D15,4923,8.501876487304344,22649.299,10.027928,140.94023,4.955406,0.62227196,22649.299,4923,0
P20407_YFV2003_D15_p8_B6,YFV2003,15,D161,YFV2003_D15,2439,7.799753318287247,13604.429,9.518224,137.26866,4.9291987,1.0089998,13604.429,2439,0
P20407_YFV2003_D15_p8_D6,YFV2003,15,D0,YFV2003_D15,2966,7.995306620290822,16184.163,9.691851,153.83733,5.042375,0.9505424,16184.163,2966,1
P20407_YFV2003_D15_p8_J6,YFV2003,15,D1191,YFV2003_D15,4901,8.497398564088058,22564.027,10.024157,144.0136,4.9768276,0.6382442,22564.027,4901,0
P20407_YFV2003_D15_p2_N3,YFV2003,15,D374,YFV2003_D15,2803,7.938802248154481,15342.287,9.638433,128.69994,4.8652234,0.8388576,15342.287,2803,0
P20407_YFV2003_D15_p2_G3,YFV2003,15,D341,YFV2003_D15,3967,8.286017468404763,19766.816,9.89181,129.41245,4.8707023,0.6546954,19766.816,3967,0
P20407_YFV2003_D15_p2_A3,YFV2003,15,D233,YFV2003_D15,5059,8.52912176228151,23199.229,10.051917,134.07146,4.905804,0.5779134,23199.229,5059,0
P20407_YFV2003_D15_p2_K3,YFV2003,15,D1843,YFV2003_D15,2288,7.735870319952567,12618.93,9.443032,133.09013,4.8985124,1.0546864,12618.93,2288,0
P20407_YFV2003_D15_p2_E3,YFV2003,15,D1634,YFV2003_D15,2629,7.874739125171811,14482.895,9.580792,116.696205,4.768107,0.805752,14482.895,2629,0
P20407_YFV2003_D15_p2_M3,YFV2003,15,D544,YFV2003_D15,3005,8.00836557031292,15871.298,9.672331,136.8975,4.926511,0.86254764,15871.298,3005,0
P20407_YFV2003_D15_p2_I3,YFV2003,15,D0,YFV2003_D15,1682,7.428333194190806,10274.906,9.237557,153.42377,5.0397005,1.493189,10274.906,1682,1
P20407_YFV2003_D15_p2_H3,YFV2003,15,D1419,YFV2003_D15,2228,7.709308333385869,12278.959,9.415724,129.02826,4.8677516,1.0508078,12278.959,2228,0
P20407_YFV2003_D15_p2_J3,YFV2003,15,D0,YFV2003_D15,1318,7.1846291527173145,8522.033,9.050528,134.77992,4.9110355,1.5815464,8522.033,1318,1
P20407_YFV2003_D15_p2_F3,YFV2003,15,D295,YFV2003_D15,2737,7.914983005848394,14957.015,9.613003,131.12404,4.8837414,0.87667257,14957.015,2737,0
P20407_YFV2003_D15_p2_B3,YFV2003,15,D0,YFV2003_D15,2112,7.655864017616056,12448.074,9.429401,152.76236,5.0354085,1.2271968,12448.074,2112,1
P20407_YFV2003_D15_p2_D3,YFV2003,15,D0,YFV2003_D15,1611,7.385230923066573,9952.836,9.205713,145.70503,4.988424,1.4639549,9952.836,1611,1
P20407_YFV2003_D15_p2_L3,YFV2003,15,D1504,YFV2003_D15,3346,8.115819701211327,17031.932,9.742904,126.53809,4.848415,0.74294627,17031.932,3346,0
P20407_YFV2003_D15_p2_N15,YFV2003,15,D733,YFV2003_D15,2167,7.681560362559537,12298.932,9.417349,117.58109,4.775597,0.95602685,12298.932,2167,0
P20407_YFV2003_D15_p2_G15,YFV2003,15,D81,YFV2003_D15,4588,8.431417414394833,21944.793,9.99633,132.78816,4.896258,0.605101,21944.793,4588,0
P20407_YFV2003_D15_p2_A15,YFV2003,15,D1233,YFV2003_D15,2860,7.95892649305011,15448.802,9.645351,123.81913,4.8268657,0.8014805,15448.802,2860,0
P20407_YFV2003_D15_p2_K15,YFV2003,15,D26,YFV2003_D15,3123,8.046869510959576,16427.371,9.706765,122.57871,4.8168783,0.7461858,16427.371,3123,0
P20407_YFV2003_D15_p2_E15,YFV2003,15,D396,YFV2003_D15,5033,8.523970175695261,23442.094,10.062331,128.92667,4.86697,0.5499793,23442.094,5033,0
P20407_YFV2003_D15_p2_M15,YFV2003,15,D0,YFV2003_D15,2722,7.909489492673759,15248.542,9.632305,157.023,5.0627403,1.0297574,15248.542,2722,1
