,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_A6_D14_p3_J3,,,A666,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4047,8.305978210967302,20049.678,9.906018,126.26879,4.846301,0.62977964,20049.678,4047,0
P20407_A6_D14_p1_F11,,,A636,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3738,8.226573474977114,19148.037,9.860007,109.1966,4.702266,0.57027566,19148.037,3738,0
P20407_A6_D14_p1_N11,,,A181,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5258,8.567696173589344,24779.295,10.117805,128.84766,4.866362,0.51998115,24779.295,5258,0
P20407_A6_D14_p1_A11,,,A227,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3053,8.024207485778577,16504.025,9.71142,135.10591,4.9134336,0.81862396,16504.025,3053,0
P20407_A6_D14_p1_O11,,,A311,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3011,8.010359588919783,16363.729,9.702884,121.26907,4.8062243,0.74108464,16363.729,3011,0
P20407_A6_D14_p1_H11,,,A284,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4378,8.384575666801398,21383.531,9.970423,132.9162,4.8972144,0.6215821,21383.531,4378,0
P20407_A6_D14_p1_D11,,,A146,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4885,8.494129251817686,23186.918,10.051387,126.13399,4.8452415,0.5439877,23186.918,4885,0
P20407_A6_D14_p1_C11,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2328,7.753194269884341,13332.596,9.498042,149.84792,5.016272,1.1239216,13332.596,2328,1
P20407_A6_D14_p1_E11,,,A288,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5137,8.544419177669829,23964.275,10.084361,118.54714,4.783711,0.4946828,23964.275,5137,0
P20407_A6_D14_p1_L11,,,A155,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2861,7.959275960116396,15710.0625,9.662121,110.57574,4.7147036,0.70385295,15710.0625,2861,0
P20407_A6_D14_p1_B11,,,A683,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5233,8.562931083090092,25056.951,10.128946,130.17636,4.8765426,0.51952195,25056.951,5233,0
P20407_A6_D14_p1_K11,,,A282,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4447,8.400209835930418,21743.28,9.987106,127.71192,4.857577,0.58736277,21743.28,4447,0
P20407_A6_D14_p1_I11,,,A204,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4857,8.488382109562117,23230.816,10.053278,136.05588,4.9203887,0.5856698,23230.816,4857,0
P20407_A6_D14_p1_P11,,,A279,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5981,8.696510239189893,26968.71,10.20247,124.07689,4.8289285,0.46007723,26968.71,5981,0
P20407_A6_D14_p1_G11,,,A257,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6389,8.762489547371581,28039.26,10.241397,134.67021,4.910227,0.4802916,28039.26,6389,0
P20407_A6_D14_p1_F3,,,A36,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3736,8.226038429485484,19183.77,9.861872,125.39345,4.8394,0.6536434,19183.77,3736,0
P20407_A6_D14_p1_N3,,,A956,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5183,8.55333223803211,24411.674,10.102858,128.58269,4.8643193,0.5267262,24411.674,5183,0
P20407_A6_D14_p1_A3,,,A461,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5586,8.628197749459149,25718.52,10.155005,130.79263,4.88123,0.5085543,25718.52,5586,0
P20407_A6_D14_p1_O3,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2203,7.698029170272805,12835.422,9.460042,162.89154,5.099205,1.2690781,12835.422,2203,1
P20407_A6_D14_p1_H3,,,A344,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3588,8.185628891147607,18627.549,9.832451,130.371,4.8780255,0.69988275,18627.549,3588,0
P20407_A6_D14_p1_D3,,,A345,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5076,8.532475814947395,24002.07,10.0859375,123.332115,4.8229566,0.5138395,24002.07,5076,0
P20407_A6_D14_p1_C3,,,A41,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3745,8.228443883004033,19435.303,9.874898,133.14813,4.898945,0.6850839,19435.303,3745,0
P20407_A6_D14_p1_E3,,,A415,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5162,8.54927308487965,24210.0,10.094563,115.58313,4.7586045,0.47741896,24210.0,5162,0
P20407_A6_D14_p1_L3,,,A113,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3831,8.251142139090751,19543.076,9.880427,122.01861,4.8123355,0.6243572,19543.076,3831,0
P20407_A6_D14_p1_B3,,,A86,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4952,8.507748732588238,23478.238,10.063871,133.74915,4.9034147,0.5696728,23478.238,4952,0
P20407_A6_D14_p1_K3,,,A533,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2857,7.957877358489813,15559.004,9.652459,127.17204,4.8533735,0.81735337,15559.004,2857,0
P20407_A6_D14_p1_I3,,,A874,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4234,8.351138607086154,21310.473,9.967001,130.2833,4.8773575,0.6113581,21310.473,4234,0
P20407_A6_D14_p1_J3,,,A90,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4484,8.408493774492896,21938.016,9.996022,129.25066,4.8694606,0.58916295,21938.016,4484,0
P20407_A6_D14_p1_P3,,,A177,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4785,8.47345026846832,23107.756,10.047967,126.86774,4.8509965,0.5490266,23107.756,4785,0
P20407_A6_D14_p1_M3,,,A584,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4658,8.446556111816797,22585.277,10.025098,118.77014,4.7855744,0.5258742,22585.277,4658,0
P20407_A6_D14_p1_G3,,,A28,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6632,8.799812469525556,28293.207,10.250412,129.62929,4.8723636,0.458164,28293.207,6632,0
P20407_A6_D14_p5_N12,,,A330,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4192,8.341171747170762,20709.055,9.9383745,149.15479,5.011667,0.72023946,20709.055,4192,0
P20407_A6_D14_p5_G12,,,A235,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3454,8.14757773620177,18091.363,9.803246,137.64098,4.9318876,0.7608104,18091.363,3454,0
P20407_A6_D14_p4_A12,,,A47,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2436,7.798523053625206,13873.615,9.537816,135.08203,4.913258,0.97366136,13873.615,2436,0
P20407_A6_D14_p5_A12,,,A28,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6118,8.71915396346254,26829.168,10.197282,128.31367,4.8622413,0.47826186,26829.168,6118,0
P20407_A6_D14_p4_K12,,,A362,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3165,8.060224240440958,16854.135,9.73241,135.38853,4.915508,0.80329573,16854.135,3165,0
P20407_A6_D14_p4_C12,,,A55,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3243,8.084562415235304,17215.768,9.753639,114.24006,4.7470174,0.6635781,17215.768,3243,0
P20407_A6_D14_p5_K12,,,A506,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5568,8.624970783589669,25031.535,10.127932,136.9151,4.926638,0.5469704,25031.535,5568,0
P20407_A6_D14_p5_E12,,,A151,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4224,8.348774539791274,20765.705,9.941106,143.43765,4.972848,0.690743,20765.705,4224,0
P20407_A6_D14_p5_M12,,,A221,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5527,8.617581365447506,25428.791,10.143677,136.78864,4.9257207,0.5379282,25428.791,5527,0
P20407_A6_D14_p5_I12,,,A34,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3695,8.215006432761575,18977.197,9.851047,131.95357,4.89,0.695327,18977.197,3695,0
P20407_A6_D14_p4_M12,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2486,7.818832443803404,14091.775,9.553417,136.08174,4.9205775,0.965682,14091.775,2486,1
P20407_A6_D14_p5_H12,,,A36,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3425,8.139148678884066,17925.262,9.794022,138.22942,4.936123,0.7711431,17925.262,3425,0
P20407_A6_D14_p5_P12,,,A820,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5076,8.532475814947395,23835.113,10.078957,135.35936,4.9152937,0.5678989,23835.113,5076,0
P20407_A6_D14_p4_E12,,,A815,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2271,7.7284157798410416,13145.434,9.483906,119.73427,4.793592,0.9108431,13145.434,2271,0
P20407_A6_D14_p5_C12,,,A84,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2520,7.83241092718792,14218.094,9.562341,131.60071,4.8873425,0.92558616,14218.094,2520,0
P20407_A6_D14_p5_J12,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6434,8.769507120030227,27774.527,10.231911,128.62546,4.8646493,0.46310583,27774.527,6434,0
P20407_A6_D14_p5_F12,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4150,8.33110454805304,20656.027,9.935811,139.97366,4.948573,0.6776408,20656.027,4150,0
P20407_A6_D14_p5_B12,,,A30,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5086,8.534443544822764,23966.809,10.084467,135.85638,4.918932,0.5668522,23966.809,5086,0
P20407_A6_D14_p5_O12,,,A772,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4490,8.409830673087738,22012.258,9.9994,126.50619,4.848165,0.57470787,22012.258,4490,0
P20407_A6_D14_p4_P12,,,A584,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2191,7.692569648067906,12731.429,9.451907,142.37312,4.9654503,1.1182809,12731.429,2191,0
P20407_A6_D14_p5_D12,,,A39,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6369,8.759354748566208,27888.764,10.236015,138.99773,4.941626,0.49840045,27888.764,6369,0
P20407_A6_D14_p4_D12,,,A137,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2046,7.624130585661289,12166.325,9.406509,125.69701,4.8417983,1.0331551,12166.325,2046,0
P20407_A6_D14_p4_L12,,,A709,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2603,7.86480400332846,14662.965,9.593148,113.3872,4.739589,0.7732897,14662.965,2603,0
P20407_A6_D14_p5_L12,,,A36,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4673,8.449770515098804,22303.979,10.012566,134.30658,4.907543,0.6021642,22303.979,4673,0
P20407_A6_D14_p4_B12,,,A429,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2983,8.001019961323651,16171.387,9.691061,138.84268,4.940518,0.8585701,16171.387,2983,0
P20407_A6_D14_p4_G12,,,A94,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3827,8.250097752572845,19513.846,9.878931,119.81453,4.7942567,0.6139975,19513.846,3827,0
P20407_A6_D14_p5_N4,,,A70,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3410,8.134760782418645,17964.156,9.796189,162.30382,5.0956125,0.903487,17964.156,3410,0
P20407_A6_D14_p5_G4,,,A187,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3217,8.076515327552329,17192.215,9.75227,126.18,4.8456035,0.73393685,17192.215,3217,0
P20407_A6_D14_p5_A4,,,A546,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3982,8.289790583181643,19956.76,9.901373,158.65916,5.0730414,0.7950147,19956.76,3982,0
P20407_A6_D14_p4_K4,,,A584,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2521,7.8328075165248645,14241.936,9.564016,121.7015,4.8097544,0.85452926,14241.936,2521,0
P20407_A6_D14_p5_K4,,,A62,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4103,8.319717386850606,20614.176,9.933783,133.31876,4.9002156,0.6467334,20614.176,4103,0
P20407_A6_D14_p5_E4,,,A326,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3184,8.066207568006265,17051.465,9.74405,144.40132,4.9794974,0.8468558,17051.465,3184,0
P20407_A6_D14_p5_I4,,,A297,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3676,8.209852481301272,18793.148,9.841301,156.97336,5.0624266,0.83526903,18793.148,3676,0
P20407_A6_D14_p5_H4,,,A528,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3236,8.082402253926244,17108.572,9.747394,164.95369,5.1117086,0.9641581,17108.572,3236,0
P20407_A6_D14_p5_P4,,,A695,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6000,8.699681400989514,26599.008,10.188666,148.84755,5.0096183,0.5595981,26599.008,6000,0
P20407_A6_D14_p4_E4,,,A217,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3012,8.0106915391303,16239.364,9.695255,114.785065,4.7517357,0.70683223,16239.364,3012,0
P20407_A6_D14_p5_C4,,,A894,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5266,8.569216219483389,24154.014,10.092247,129.21599,4.8691945,0.53496695,24154.014,5266,0
P20407_A6_D14_p5_J4,,,A64,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5650,8.639587799629844,25662.543,10.152826,144.7312,4.981764,0.56397843,25662.543,5650,0
P20407_A6_D14_p5_F4,,,A404,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6695,8.80926561216931,28651.375,10.262992,140.9766,4.9556623,0.4920413,28651.375,6695,0
P20407_A6_D14_p5_B4,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3547,8.17413934342947,18516.54,9.826473,162.06752,5.0941644,0.87525815,18516.54,3547,0
P20407_A6_D14_p5_O4,,,A336,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4339,8.375629627094451,21387.416,9.970605,154.18411,5.0446124,0.72091043,21387.416,4339,0
P20407_A6_D14_p5_D4,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5683,8.64541048921699,26370.465,10.1800375,169.07013,5.136211,0.64113444,26370.465,5683,1
P20407_A6_D14_p4_D4,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2606,7.865955413933502,14651.345,9.592356,130.3733,4.878043,0.88983846,14651.345,2606,1
P20407_A6_D14_p4_L4,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2444,7.801800401908973,13925.061,9.541517,144.81696,4.9823523,1.0399736,13925.061,2444,1
P20407_A6_D14_p5_L4,,,A198,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5563,8.624072553043334,25258.318,10.1369505,148.06589,5.0043883,0.58620644,25258.318,5563,0
P20407_A6_D14_p4_B4,,,A60,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2978,7.999342952713282,16229.934,9.6946745,137.38768,4.930059,0.84650797,16229.934,2978,0
P20407_A6_D14_p6_M5,,,A436,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5113,8.539737155851132,23669.748,10.071996,124.30057,4.830715,0.5251453,23669.748,5113,0
P20407_A6_D14_p6_I5,,,A146,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3133,8.050065422915965,16852.645,9.732322,122.44894,4.8158274,0.72658587,16852.645,3133,0
P20407_A6_D14_p6_K5,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2122,7.660585461703256,12490.454,9.4328,147.69734,5.001913,1.1824818,12490.454,2122,1
P20407_A6_D14_p6_A5,,,A661,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2988,8.002694162283937,16006.998,9.680843,129.9898,4.8751197,0.81208116,16006.998,2988,0
P20407_A6_D14_p6_F5,,,A90,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3910,8.271548374755515,19624.695,9.884595,128.41405,4.863017,0.65434927,19624.695,3910,0
P20407_A6_D14_p6_C5,,,A85,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4585,8.43076346341785,22304.71,10.012598,127.014015,4.85214,0.56944925,22304.71,4585,0
P20407_A6_D14_p6_G5,,,A399,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4973,8.51197962436335,23578.492,10.068132,122.39988,4.81543,0.51911664,23578.492,4973,0
P20407_A6_D14_p6_N5,,,A22,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6625,8.798756582859841,28268.934,10.249554,143.72469,4.974833,0.5084192,28268.934,6625,0
P20407_A6_D14_p6_D5,,,A80,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3276,8.094683648698815,17353.502,9.761607,149.23584,5.0122066,0.85997534,17353.502,3276,0
P20407_A6_D14_p6_L5,,,A47,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3016,8.012018239159062,16122.867,9.688056,146.37181,4.9929585,0.90785223,16122.867,3016,0
P20407_A6_D14_p6_J5,,,A576,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3549,8.174702882469461,18384.566,9.819322,127.81129,4.8583484,0.6952097,18384.566,3549,0
P20407_A6_D14_p6_H5,,,A142,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4642,8.443115988019922,22310.42,10.012854,126.58247,4.848763,0.5673693,22310.42,4642,0
P20407_A6_D14_p6_P5,,,A16,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3205,8.072779333169498,17131.195,9.748714,119.02521,4.7877016,0.6947863,17131.195,3205,0
P20407_A6_D14_p6_O5,,,A113,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3819,8.24800570160062,19119.871,9.858536,141.08513,4.956426,0.73789793,19119.871,3819,0
P20407_A6_D14_p6_B5,,,A480,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4117,8.323122887587735,20458.295,9.926192,125.66649,4.8415575,0.6142569,20458.295,4117,0
P20407_A6_D14_p6_E5,,,A177,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2956,7.9919305198524775,16189.946,9.692207,119.71572,4.7934384,0.73944485,16189.946,2956,0
P20407_A6_D14_p5_N18,,,A255,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4589,8.431635303054591,22336.271,10.014012,135.04071,4.9129543,0.60458034,22336.271,4589,0
P20407_A6_D14_p5_G18,,,A801,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3675,8.209580483475577,19146.672,9.859937,116.43881,4.7659173,0.60814124,19146.672,3675,0
P20407_A6_D14_p4_A18,,,A119,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2214,7.703007682479236,12906.284,9.465548,127.33741,4.854663,0.98663104,12906.284,2214,0
P20407_A6_D14_p5_A18,,,A60,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4742,8.464425125877582,22822.166,10.035531,133.1052,4.8986244,0.58322775,22822.166,4742,0
P20407_A6_D14_p4_K18,,,A94,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2371,7.771488760117616,13525.97,9.512441,109.93617,4.708955,0.81277853,13525.97,2371,0
P20407_A6_D14_p5_K18,,,A16,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5533,8.618666160346871,25547.44,10.148332,130.14665,4.876316,0.5094313,25547.44,5533,0
P20407_A6_D14_p4_O18,,,A193,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2170,7.682943169878292,12631.468,9.444026,111.922035,4.7266974,0.8860572,12631.468,2170,0
P20407_A6_D14_p5_E18,,,A22,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4794,8.475328987317539,22874.537,10.037824,145.43123,4.986556,0.6357778,22874.537,4794,0
P20407_A6_D14_p5_M18,,,A171,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3736,8.226038429485484,19108.285,9.857929,146.74013,4.995455,0.7679398,19108.285,3736,0
P20407_A6_D14_p5_I18,,,A203,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3443,8.144388865547622,18199.236,9.80919,135.02951,4.912872,0.7419515,18199.236,3443,0
P20407_A6_D14_p4_M18,,,A612,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2703,7.902487437162855,15091.1875,9.621932,122.70875,4.81793,0.8131153,15091.1875,2703,0
P20407_A6_D14_p5_H18,,,A36,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6234,8.737933858114136,27767.078,10.231643,128.76103,4.8656945,0.46371832,27767.078,6234,0
P20407_A6_D14_p5_P18,,,A177,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5558,8.62317351495347,25559.639,10.1488085,138.62688,4.938974,0.5423663,25559.639,5558,0
P20407_A6_D14_p5_C18,,,A60,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3741,8.227375506834035,19176.182,9.861476,125.87971,4.8432393,0.6564378,19176.182,3741,0
P20407_A6_D14_p5_J18,,,A64,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4693,8.454040376410969,22632.625,10.027192,141.39056,4.958574,0.62472016,22632.625,4693,0
P20407_A6_D14_p5_F18,,,A542,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4587,8.431199478249262,22217.604,10.008685,152.40591,5.0330873,0.6859692,22217.604,4587,0
P20407_A6_D14_p5_B18,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5192,8.555066843844319,24339.344,10.099891,134.85863,4.911615,0.5540767,24339.344,5192,0
P20407_A6_D14_p5_O18,,,A80,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6312,8.750366278367625,27626.78,10.226577,134.13945,4.906307,0.4855414,27626.78,6312,0
P20407_A6_D14_p4_P18,,,A556,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3047,8.022240916806537,16486.63,9.710365,118.42822,4.7827153,0.71832883,16486.63,3047,0
P20407_A6_D14_p5_D18,,,A293,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5567,8.624791202014256,25504.178,10.146637,142.87355,4.968935,0.5601967,25504.178,5567,0
P20407_A6_D14_p5_L18,,,A39,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5445,8.602636673233706,25128.262,10.131788,120.462555,4.799606,0.4793907,25128.262,5445,0
P20407_A6_D14_p2_N6,,,A9,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5115,8.540128162698734,23830.775,10.078775,125.24619,4.838234,0.5255649,23830.775,5115,0
P20407_A6_D14_p2_I6,,,A177,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3245,8.085178748074537,17330.88,9.760303,124.033775,4.8285837,0.7156807,17330.88,3245,0
P20407_A6_D14_p2_M6,,,A151,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5454,8.604287898267172,24628.498,10.1117,139.35696,4.944189,0.5658362,24628.498,5454,0
P20407_A6_D14_p2_O6,,,A199,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4960,8.509362612301048,23203.193,10.052089,133.9485,4.9048934,0.57728475,23203.193,4960,0
P20407_A6_D14_p2_L6,,,A366,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2311,7.7458682297922685,13278.719,9.493993,148.15726,5.005001,1.1157497,13278.719,2311,0
P20407_A6_D14_p2_C6,,,A660,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3639,8.199738960630786,18735.803,9.838245,136.63377,4.9245963,0.7292657,18735.803,3639,0
P20407_A6_D14_p2_G6,,,A659,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4489,8.4096079807363,22107.66,10.003725,124.39961,4.831506,0.56269914,22107.66,4489,0
P20407_A6_D14_p2_A6,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3940,8.279189777195004,19831.348,9.89507,129.04587,4.867887,0.65071654,19831.348,3940,0
P20407_A6_D14_p2_K6,,,A142,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3918,8.273591798199632,19578.875,9.882257,123.23455,4.822171,0.6294261,19578.875,3918,0
