,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_A6_D14_p5_G13,,,A74,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5794,8.664750755773852,26083.781,10.169107,122.608185,4.8171167,0.47005528,26083.781,5794,0
P20407_A6_D14_p4_K13,,,A130,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2509,7.828038032125829,14191.343,9.560458,110.293274,4.7121687,0.777187,14191.343,2509,0
P20407_A6_D14_p4_N13,,,A337,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2088,7.644440761556566,12221.227,9.411012,148.62796,5.008152,1.216146,12221.227,2088,0
P20407_A6_D14_p5_K13,,,A36,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4975,8.512381634419015,23321.066,10.057156,133.32677,4.900275,0.571701,23321.066,4975,0
P20407_A6_D14_p5_E13,,,A725,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4597,8.433376705323127,22211.996,10.008432,136.13129,4.920939,0.61287284,22211.996,4597,0
P20407_A6_D14_p5_M13,,,A101,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4363,8.381144346952961,21270.943,9.965144,147.61565,5.0013633,0.6939779,21270.943,4363,0
P20407_A6_D14_p5_I13,,,A199,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5058,8.528924114291936,23789.822,10.077055,142.59717,4.967012,0.5994041,23789.822,5058,0
P20407_A6_D14_p4_M13,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3183,8.065893546964274,16988.186,9.740333,130.3384,4.877777,0.7672296,16988.186,3183,0
P20407_A6_D14_p5_H13,,,A849,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5731,8.653819788948063,25816.719,10.158816,137.44356,4.930463,0.532382,25816.719,5731,0
P20407_A6_D14_p5_P13,,,A1085,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4798,8.476162841858246,22870.46,10.037645,137.41585,4.9302626,0.60084426,22870.46,4798,0
P20407_A6_D14_p4_E13,,,A762,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2087,7.643961949002529,12262.009,9.414343,143.74597,4.9749804,1.1722873,12262.009,2087,0
P20407_A6_D14_p5_C13,,,A167,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3391,8.129174996911793,17970.531,9.796544,118.35161,4.782074,0.65858716,17970.531,3391,0
P20407_A6_D14_p5_J13,,,A170,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3230,8.080546965824498,16931.44,9.736986,131.22859,4.884532,0.7750587,16931.44,3230,0
P20407_A6_D14_p5_B13,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5978,8.696008608880904,26903.2,10.200038,152.49007,5.0336356,0.5668102,26903.2,5978,0
P20407_A6_D14_p4_J13,,,A555,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3065,8.028129059431759,16470.08,9.709361,147.42995,5.000113,0.89513797,16470.08,3065,0
P20407_A6_D14_p5_O13,,,A3,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6846,8.831565879121063,29066.18,10.277365,135.5074,4.916379,0.466203,29066.18,6846,0
P20407_A6_D14_p5_D13,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2308,7.744569809354496,13220.218,9.489578,177.27982,5.1833544,1.3409749,13220.218,2308,1
P20407_A6_D14_p4_D13,,,A28,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2796,7.936302693201959,15359.251,9.639539,133.30717,4.9001293,0.86792755,15359.251,2796,0
P20407_A6_D14_p5_L13,,,A699,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3913,8.272315147956022,19749.545,9.890936,127.695656,4.8574505,0.64657515,19749.545,3913,0
P20407_A6_D14_p1_F20,,,A29,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3619,8.194229304819817,18772.123,9.840181,112.012886,4.727502,0.596698,18772.123,3619,0
P20407_A6_D14_p1_N20,,,A1031,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5647,8.639056779173078,26001.053,10.165931,128.77927,4.865835,0.4952848,26001.053,5647,0
P20407_A6_D14_p1_O20,,,A276,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6505,8.780480107033297,28217.762,10.247743,126.9226,4.851425,0.44979686,28217.762,6505,0
P20407_A6_D14_p1_H20,,,A342,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3696,8.215276958936633,19035.354,9.854106,113.42389,4.7399096,0.5958591,19035.354,3696,0
P20407_A6_D14_p1_D20,,,A70,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3359,8.11969625295725,17819.17,9.788086,114.445526,4.748799,0.64226073,17819.17,3359,0
P20407_A6_D14_p1_C20,,,A907,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5264,8.568836424568076,24661.059,10.113021,135.91507,4.9193606,0.5511323,24661.059,5264,0
P20407_A6_D14_p1_E20,,,A6,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5782,8.662677858158219,26012.902,10.166387,133.85925,4.9042315,0.5145879,26012.902,5782,0
P20407_A6_D14_p1_L20,,,A653,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4919,8.501063809486354,23633.861,10.070478,136.92665,4.926722,0.5793664,23633.861,4919,0
P20407_A6_D14_p1_B20,,,A60,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5456,8.604654467186231,25478.633,10.145635,125.76371,4.8423247,0.49360463,25478.633,5456,0
P20407_A6_D14_p1_K20,,,A142,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5938,8.68929604801586,26793.285,10.195944,125.99832,4.844174,0.4702608,26793.285,5938,0
P20407_A6_D14_p1_I20,,,A86,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5846,8.67368398817567,26213.562,10.17407,149.38878,5.0132236,0.5698912,26213.562,5846,0
P20407_A6_D14_p1_P20,,,A250,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4563,8.425954710981966,22317.29,10.013162,132.3468,4.8929534,0.59302366,22317.29,4563,0
P20407_A6_D14_p1_M20,,,A224,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3995,8.293049139768444,20160.676,9.911539,126.11863,4.845121,0.62556744,20160.676,3995,0
P20407_A6_D14_p1_G20,,,A199,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4497,8.411388132519262,21935.154,9.995892,125.499435,4.8402376,0.57213837,21935.154,4497,0
P20407_A6_D14_p3_M10,,,A843,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6485,8.777401286867264,28236.75,10.248415,136.10161,4.9207225,0.48200166,28236.75,6485,0
P20407_A6_D14_p3_K10,,,A28,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3284,8.09712193091871,17387.38,9.763557,122.45252,4.8158565,0.7042609,17387.38,3284,0
P20407_A6_D14_p3_P10,,,A14,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4944,8.506132244056813,23588.91,10.068574,110.3403,4.712591,0.46776348,23588.91,4944,0
P20407_A6_D14_p3_A10,,,A407,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6298,8.74814616962193,27524.643,10.222874,137.55254,4.9312496,0.49974322,27524.643,6298,0
P20407_A6_D14_p3_E10,,,A23,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4212,8.345930261979017,21026.281,9.953576,126.46968,4.8478785,0.6014838,21026.281,4212,0
P20407_A6_D14_p3_D10,,,A692,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3206,8.073091199693154,17059.172,9.744502,119.177055,4.788966,0.6986098,17059.172,3206,0
P20407_A6_D14_p3_B10,,,A429,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3134,8.050384453067021,16818.773,9.73031,126.57536,4.848707,0.7525838,16818.773,3134,0
P20407_A6_D14_p3_C10,,,A362,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,7367,8.904901577935142,30122.555,10.313063,133.21422,4.899437,0.44224077,30122.555,7367,0
P20407_A6_D14_p3_F10,,,A620,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3611,8.192016914536875,18675.049,9.834997,131.28221,4.884938,0.7029819,18675.049,3611,0
P20407_A6_D14_p3_G10,,,A854,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3196,8.069968149059841,17158.303,9.750296,144.25427,4.9784856,0.8407258,17158.303,3196,0
P20407_A6_D14_p3_I10,,,A137,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4774,8.471149252914831,23160.162,10.050232,124.79543,4.834657,0.5388366,23160.162,4774,0
P20407_A6_D14_p3_J10,,,A205,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4460,8.403128235128264,22012.4,9.999407,127.02775,4.852247,0.5770736,22012.4,4460,0
P20407_A6_D14_p3_M16,,,A3,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5420,8.598035579260339,25015.553,10.127293,130.33058,4.8777175,0.5209982,25015.553,5420,0
P20407_A6_D14_p3_K16,,,A239,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3849,8.25582842728183,19672.176,9.887012,141.33478,4.958182,0.7184502,19672.176,3849,0
P20407_A6_D14_p3_P16,,,A465,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5208,8.558143177745192,24570.842,10.109357,128.59055,4.86438,0.5233461,24570.842,5208,0
P20407_A6_D14_p3_A16,,,A289,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3989,8.29154650988391,20325.078,9.91966,127.33621,4.8546534,0.62649804,20325.078,3989,0
P20407_A6_D14_p3_E16,,,A438,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6000,8.699681400989514,26406.902,10.181418,128.07637,4.860404,0.48501095,26406.902,6000,0
P20407_A6_D14_p3_H16,,,A663,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3596,8.187855443695623,18553.99,9.828494,141.43394,4.9588785,0.76228315,18553.99,3596,0
P20407_A6_D14_p3_N16,,,A161,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5597,8.630164670075398,25236.44,10.136084,128.45229,4.8633122,0.50899523,25236.44,5597,0
P20407_A6_D14_p3_D16,,,A177,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3600,8.188966863648876,18729.486,9.837908,123.35159,4.823113,0.6585957,18729.486,3600,0
P20407_A6_D14_p3_B16,,,A55,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4761,8.468423027046809,22859.61,10.03717,127.1,4.8528113,0.5560025,22859.61,4761,0
P20407_A6_D14_p3_C16,,,A605,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3983,8.290041618704489,20150.51,9.911035,131.35806,4.885511,0.65188456,20150.51,3983,0
P20407_A6_D14_p3_F16,,,A532,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4745,8.465057436995709,22815.703,10.035248,131.39493,4.8857894,0.5758969,22815.703,4745,0
P20407_A6_D14_p3_O16,,,A425,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5328,8.580918882296782,24638.86,10.112121,146.33727,4.9927244,0.5939287,24638.86,5328,0
P20407_A6_D14_p3_L16,,,A70,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3342,8.114623886420098,17807.537,9.787434,128.88661,4.866662,0.7237756,17807.537,3342,0
P20407_A6_D14_p3_G16,,,A389,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2499,7.824046010856292,14246.673,9.564349,116.83447,4.769281,0.82008255,14246.673,2499,0
P20407_A6_D14_p3_I16,,,A744,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5880,8.679482094459956,26083.592,10.1691,131.6885,4.8880043,0.5048711,26083.592,5880,0
P20407_A6_D14_p3_J16,,,A1018,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6974,8.850087606689566,29085.104,10.278016,133.31543,4.900191,0.45836326,29085.104,6974,0
P20407_A6_D14_p3_M22,,,A47,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6647,8.802071336535285,28211.912,10.247535,123.80477,4.8267508,0.43883863,28211.912,6647,0
P20407_A6_D14_p3_K22,,,A39,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3287,8.098034756176071,17388.174,9.763603,123.4835,4.824173,0.71015793,17388.174,3287,0
P20407_A6_D14_p3_P22,,,A595,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2979,7.9996785794994505,16438.152,9.707421,116.22388,4.764086,0.7070374,16438.152,2979,0
P20407_A6_D14_p3_A22,,,A916,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2559,7.847762537473608,14477.068,9.58039,150.12637,5.0181165,1.0369942,14477.068,2559,0
P20407_A6_D14_p3_E22,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2180,7.687538766201629,12809.23,9.457999,138.49545,4.938032,1.0812161,12809.23,2180,1
P20407_A6_D14_p3_H22,,,A1065,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3185,8.066521490469993,17059.793,9.744538,131.854,4.8892508,0.7728933,17059.793,3185,0
P20407_A6_D14_p3_N22,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2813,7.942362237674335,15648.535,9.658196,137.00044,4.927257,0.8754841,15648.535,2813,1
P20407_A6_D14_p3_D22,,,A619,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4173,8.336630087637147,20946.938,9.949796,133.36526,4.900562,0.63668144,20946.938,4173,0
P20407_A6_D14_p3_B22,,,A60,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3303,8.102889134640868,17563.756,9.773649,119.1251,4.7885337,0.6782439,17563.756,3303,0
P20407_A6_D14_p3_C22,,,A225,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4409,8.391629968440892,21517.055,9.976647,134.17133,4.9065433,0.62355804,21517.055,4409,0
P20407_A6_D14_p3_F22,,,A849,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4909,8.499029220788566,23523.883,10.065814,123.14341,4.8214374,0.5234825,23523.883,4909,0
P20407_A6_D14_p3_O22,,,A787,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4842,8.48528964240323,22945.15,10.040905,136.60384,4.924379,0.5953495,22945.15,4842,0
P20407_A6_D14_p3_L22,,,A1039,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5162,8.54927308487965,24137.715,10.091572,125.04187,4.836614,0.51803523,24137.715,5162,0
P20407_A6_D14_p3_G22,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3320,8.108021221376747,17800.91,9.787061,140.4627,4.952036,0.789076,17800.91,3320,1
P20407_A6_D14_p3_I22,,,A374,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5134,8.543835122362658,24173.041,10.093035,131.07214,4.8833485,0.54222447,24173.041,5134,0
P20407_A6_D14_p3_J22,,,A257,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3875,8.262558973010657,19548.479,9.880704,149.76569,5.015727,0.76612455,19548.479,3875,0
P20407_A6_D14_p1_F5,,,A379,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4955,8.508354242749032,23455.598,10.062907,131.03302,4.883052,0.55864286,23455.598,4955,0
P20407_A6_D14_p1_N5,,,A1007,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4671,8.449342524508063,22609.324,10.026162,122.88697,4.81937,0.5435234,22609.324,4671,0
P20407_A6_D14_p1_A5,,,A159,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3562,8.178358165605836,18584.098,9.830115,121.340935,4.806812,0.6529288,18584.098,3562,0
P20407_A6_D14_p1_O5,,,A355,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3342,8.114623886420098,17773.31,9.785509,99.47681,4.6099267,0.5596977,17773.31,3342,0
P20407_A6_D14_p1_H5,,,A3,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6338,8.754476306284166,27734.834,10.23048,126.26572,4.846277,0.45526043,27734.834,6338,0
P20407_A6_D14_p1_D5,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2284,7.734121303328305,13366.567,9.5005865,145.42781,4.9865327,1.0879967,13366.567,2284,1
P20407_A6_D14_p1_C5,,,A200,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3187,8.067149039910106,17082.43,9.745864,122.37119,4.8151975,0.71635705,17082.43,3187,0
P20407_A6_D14_p1_E5,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3190,8.068089626278244,17119.514,9.748033,118.042496,4.7794805,0.6895201,17119.514,3190,0
P20407_A6_D14_p1_L5,,,A448,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3125,8.047509510981422,16874.568,9.733623,124.43309,4.8317723,0.7374001,16874.568,3125,0
P20407_A6_D14_p1_B5,,,A493,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5223,8.561018670956267,24303.953,10.098435,124.12285,4.829296,0.51071054,24303.953,5223,0
P20407_A6_D14_p1_K5,,,A94,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5366,8.588024372176829,24881.701,10.121928,131.32008,4.885224,0.52777773,24881.701,5366,0
P20407_A6_D14_p1_I5,,,A28,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4844,8.485702524324866,23209.559,10.052362,117.60655,4.7758117,0.506716,23209.559,4844,0
P20407_A6_D14_p1_J5,,,A16,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2794,7.9355873855892,15450.645,9.645471,113.03513,4.7365065,0.7315885,15450.645,2794,0
P20407_A6_D14_p1_P5,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3104,8.040768994367578,16890.54,9.734569,133.26006,4.899779,0.7889627,16890.54,3104,1
P20407_A6_D14_p1_M5,,,A849,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5639,8.637639344492104,25736.158,10.155691,120.62702,4.800959,0.4687064,25736.158,5639,0
P20407_A6_D14_p1_G5,,,A933,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6115,8.718663567048953,27262.0,10.213285,130.80672,4.8813367,0.47981334,27262.0,6115,0
P20407_A6_D14_p1_F19,,,A698,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5038,8.524962928680598,23873.086,10.080549,127.17311,4.8533816,0.53270495,23873.086,5038,0
P20407_A6_D14_p1_N19,,,A640,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3373,8.123854263105914,17831.926,9.788802,117.934235,4.7785707,0.6613657,17831.926,3373,0
P20407_A6_D14_p1_O19,,,A409,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3322,8.108623268354595,17712.357,9.782074,118.70396,4.785022,0.67017597,17712.357,3322,0
P20407_A6_D14_p1_H19,,,A310,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2838,7.951207156472972,15720.165,9.662764,130.38638,4.8781424,0.82942116,15720.165,2838,0
P20407_A6_D14_p1_D19,,,A250,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4440,8.398634855292102,21850.867,9.992042,118.94707,4.7870507,0.54435855,21850.867,4440,0
P20407_A6_D14_p1_C19,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3780,8.237743803890933,19418.607,9.874039,129.04497,4.8678803,0.66454285,19418.607,3780,0
P20407_A6_D14_p1_E19,,,A373,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4476,8.406708458240965,21808.902,9.990119,119.9238,4.795161,0.5498846,21808.902,4476,0
P20407_A6_D14_p1_L19,,,A48,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4060,8.309184527686298,20443.033,9.9254465,130.86258,4.88176,0.6401329,20443.033,4060,0
P20407_A6_D14_p1_B19,,,A235,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3115,8.044305406990638,16721.678,9.724521,127.63425,4.856973,0.7632861,16721.678,3115,0
P20407_A6_D14_p1_K19,,,A70,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3270,8.092851027538384,17461.625,9.767818,126.482414,4.8479786,0.724345,17461.625,3270,0
P20407_A6_D14_p1_I19,,,A168,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3770,8.235095497258357,19469.469,9.876655,172.26097,5.154799,0.88477486,19469.469,3770,0
P20407_A6_D14_p1_J19,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5821,8.669399124305569,26115.715,10.170331,136.35497,4.922569,0.52211845,26115.715,5821,0
P20407_A6_D14_p1_P19,,,A142,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4811,8.47886807709457,23289.742,10.055811,128.0072,4.859868,0.5496291,23289.742,4811,0
P20407_A6_D14_p1_M19,,,A95,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4055,8.30795254527102,20298.084,9.918331,125.0715,4.836849,0.6161739,20298.084,4055,0
P20407_A6_D14_p1_G19,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5337,8.58260632996447,24836.479,10.120109,128.99896,4.8675265,0.5193931,24836.479,5337,0
P20407_A6_D14_p3_M11,,,A36,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5208,8.558143177745192,24188.127,10.093658,133.23076,4.8995605,0.5508106,24188.127,5208,0
P20407_A6_D14_p3_K11,,,A118,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4845,8.48590890137647,23207.986,10.052295,129.78262,4.8735366,0.55921537,23207.986,4845,0
P20407_A6_D14_p3_P11,,,A227,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3826,8.249836485425702,19872.77,9.897156,113.53179,4.7408524,0.57129323,19872.77,3826,0
P20407_A6_D14_p3_A11,,,A302,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2218,7.704811922932594,12748.491,9.453247,117.95702,4.7787623,0.92526263,12748.491,2218,0
P20407_A6_D14_p3_E11,,,A9,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3256,8.088561805276234,17221.79,9.753988,114.59775,4.7501163,0.665423,17221.79,3256,0
P20407_A6_D14_p3_H11,,,A597,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5350,8.585038738311304,24892.836,10.1223755,137.962,4.934201,0.5542237,24892.836,5350,0
P20407_A6_D14_p3_N11,,,A661,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3083,8.03398273468322,16696.28,9.7230015,122.285774,4.814505,0.7324133,16696.28,3083,0
P20407_A6_D14_p3_D11,,,A50,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5447,8.60300384782935,24983.271,10.126001,131.93346,4.8898487,0.5280872,24983.271,5447,0
P20407_A6_D14_p3_B11,,,A657,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2920,7.979681302387741,15887.858,9.673373,112.60952,4.732767,0.70877725,15887.858,2920,0
P20407_A6_D14_p3_F11,,,A436,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5246,8.565411763686711,24492.348,10.106157,132.15118,4.891485,0.53956115,24492.348,5246,0
P20407_A6_D14_p3_O11,,,A434,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2941,7.9868449011613825,15998.55,9.680316,126.60463,4.8489366,0.79135066,15998.55,2941,0
P20407_A6_D14_p3_L11,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4317,8.370547611074752,21354.174,9.969049,139.2642,4.9435277,0.65216386,21354.174,4317,0
P20407_A6_D14_p3_G11,,,A889,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3043,8.020927718981577,16506.96,9.711598,121.591736,4.80886,0.73660886,16506.96,3043,0
P20407_A6_D14_p3_I11,,,A440,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3933,8.277411998949004,19934.266,9.900246,133.64542,4.9026446,0.6704306,19934.266,3933,0
P20407_A6_D14_p3_J11,,,A9,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3232,8.081165777725433,17267.637,9.756647,110.14669,4.7108507,0.6378794,17267.637,3232,0
P20407_A6_D14_p6_M22,,,A257,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4944,8.506132244056813,22870.965,10.037667,136.05258,4.920365,0.5948703,22870.965,4944,0
P20407_A6_D14_p6_I22,,,A15,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3673,8.20903626577507,18794.002,9.841346,141.18405,4.9571223,0.7512187,18794.002,3673,0
P20407_A6_D14_p6_K22,,,A39,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3541,8.17244681834278,18251.861,9.8120775,128.64545,4.8648033,0.70483464,18251.861,3541,0
P20407_A6_D14_p6_A22,,,A584,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3379,8.125630988477065,17946.385,9.795199,123.37464,4.8232985,0.6874624,17946.385,3379,0
P20407_A6_D14_p6_F22,,,A85,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6298,8.74814616962193,27124.154,10.208217,127.00775,4.852091,0.46824595,27124.154,6298,0
P20407_A6_D14_p6_C22,,,A28,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5194,8.555451903533328,24401.299,10.102432,139.90909,4.948115,0.5733674,24401.299,5194,0
P20407_A6_D14_p6_G22,,,A39,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3242,8.084254106307318,17158.979,9.750335,137.74104,4.932609,0.8027345,17158.979,3242,0
P20407_A6_D14_p6_N22,,,A536,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4135,8.327484416188264,20428.29,9.924725,126.71985,4.849839,0.6203155,20428.29,4135,0
P20407_A6_D14_p6_D22,,,A552,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4151,8.331345424845724,20652.896,9.935659,137.83163,4.933262,0.6673719,20652.896,4151,0
P20407_A6_D14_p6_L22,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4264,8.35819745992578,20992.8,9.9519825,129.78044,4.87352,0.618214,20992.8,4264,0
P20407_A6_D14_p6_J22,,,A48,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4155,8.332308352219117,20668.713,9.936425,144.72624,4.98173,0.7002189,20668.713,4155,0
P20407_A6_D14_p6_H22,,,A635,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5549,8.62155320674048,25434.367,10.143896,131.42908,4.8860474,0.5167381,25434.367,5549,0
P20407_A6_D14_p6_P22,,,A243,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5022,8.521782643750045,23718.596,10.074057,122.84163,4.8190036,0.51791275,23718.596,5022,0
P20407_A6_D14_p6_O22,,,A780,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3246,8.085486772102845,17154.959,9.750101,121.68858,4.8096495,0.7093493,17154.959,3246,0
