,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_JH_D15_p3_A4,,,C80,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2784,7.932003152361385,15654.3545,9.658568,155.32219,5.051919,0.992198,15654.3545,2784,0
P20407_JH_D15_p3_G4,,,C93,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5111,8.53934599605737,24485.791,10.105889,141.95566,4.9625344,0.5797471,24485.791,5111,0
P20407_JH_D15_p3_E4,,,C201,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3346,8.115819701211327,18355.738,9.817752,124.64644,4.833472,0.6790598,18355.738,3346,0
P20407_JH_D15_p3_C4,,,C75,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4961,8.509564164251746,24291.96,10.097942,152.45322,5.033396,0.62758714,24291.96,4961,0
P20407_JH_D15_p3_D4,,,C50,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3588,8.185628891147607,19000.484,9.852272,159.41359,5.0777555,0.8389975,19000.484,3588,0
P20407_JH_D15_p3_J4,,,C245,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3799,8.242756345714477,19744.041,9.890657,139.19547,4.9430375,0.70499986,19744.041,3799,0
P20407_JH_D15_p3_M4,,,C92,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3934,8.277666160851503,20391.055,9.9229,146.36629,4.9929214,0.71779656,20391.055,3934,0
P20407_JH_D15_p3_K4,,,C60,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2715,7.906915488678587,15541.604,9.6513405,115.33949,4.7565126,0.7421338,15541.604,2715,0
P20407_JH_D15_p3_L4,,,C14,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2380,7.7752758464868625,14018.604,9.548212,125.67736,4.8416433,0.89650416,14018.604,2380,0
P20407_JH_D15_p1_F24,,,C307,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4347,8.3774712482411,21971.943,9.997567,153.7146,5.041582,0.6995949,21971.943,4347,0
P20407_JH_D15_p1_N24,,,C18,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3665,8.20685642839965,19590.385,9.882845,124.0647,4.828831,0.6332938,19590.385,3665,0
P20407_JH_D15_p1_O24,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2885,7.9676267393338165,16296.588,9.698772,115.01884,4.7537527,0.7057848,16296.588,2885,0
P20407_JH_D15_p2_E24,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2905,7.974532844130228,16564.346,9.715068,103.5631,4.649791,0.625217,16564.346,2905,0
P20407_JH_D15_p1_D24,,,C96,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3978,8.288785810426928,20746.152,9.940165,132.8946,4.897053,0.6405747,20746.152,3978,0
P20407_JH_D15_p1_C24,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3362,8.12058871174027,18061.729,9.801606,142.93176,4.9693394,0.7913515,18061.729,3362,0
P20407_JH_D15_p1_E24,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,1551,7.347299700743164,10166.168,9.226919,106.81974,4.680461,1.0507375,10166.168,1551,1
P20407_JH_D15_p1_L24,,,C13,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4069,8.311398278436641,20949.715,9.949928,150.21852,5.018726,0.7170433,20949.715,4069,0
P20407_JH_D15_p1_B24,,,C440,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4446,8.399984990510696,22537.281,10.02297,140.96109,4.955553,0.6254574,22537.281,4446,0
P20407_JH_D15_p1_K24,,,C156,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5605,8.631592731724734,26330.172,10.178509,142.32428,4.96511,0.5405368,26330.172,5605,0
P20407_JH_D15_p1_I24,,,C240,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3445,8.144969417087875,18515.121,9.826397,130.96094,4.882506,0.70731884,18515.121,3445,0
P20407_JH_D15_p1_J24,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3641,8.200288260287554,19464.648,9.876407,135.43118,4.91582,0.6957802,19464.648,3641,0
P20407_JH_D15_p1_G24,,,C315,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3236,8.082402253926244,17543.38,9.772489,138.07257,4.9349957,0.7870351,17543.38,3236,0
P20407_JH_D15_p1_F16,,,C98,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3748,8.229244416735913,19828.422,9.894922,133.50308,4.901587,0.6732915,19828.422,3748,0
P20407_JH_D15_p1_N16,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3966,8.28576542051433,20508.152,9.928626,138.95773,4.9413404,0.67757314,20508.152,3966,0
P20407_JH_D15_p1_H16,,,C170,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3305,8.10349427838097,18036.586,9.800213,134.698,4.910432,0.7468043,18036.586,3305,0
P20407_JH_D15_p1_C16,,,C275,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4341,8.376090350438238,22004.68,9.999056,115.63548,4.7590537,0.52550405,22004.68,4341,0
P20407_JH_D15_p1_E16,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5510,8.614501373883236,26233.736,10.17484,125.99808,4.844172,0.48029026,26233.736,5510,0
P20407_JH_D15_p1_L16,,,C139,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2822,7.945555428253489,15898.505,9.674044,146.01553,4.990538,0.918423,15898.505,2822,0
P20407_JH_D15_p1_B16,,,C558,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2772,7.927685045615778,15761.097,9.665363,146.33235,4.992691,0.92844015,15761.097,2772,0
P20407_JH_D15_p1_K16,,,C135,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3897,8.268218880067506,20270.965,9.916994,137.15634,4.9283857,0.67661476,20270.965,3897,0
P20407_JH_D15_p1_I16,,,C143,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3618,8.193953023563742,19176.486,9.861492,108.20526,4.693229,0.56426007,19176.486,3618,0
P20407_JH_D15_p1_J16,,,C38,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3259,8.089482474360754,17750.25,9.784211,129.84502,4.8740134,0.7315109,17750.25,3259,0
P20407_JH_D15_p1_P16,,,C77,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2997,8.005700678662542,16497.16,9.711004,133.2938,4.9000297,0.80798024,16497.16,2997,0
P20407_JH_D15_p1_M16,,,C505,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4451,8.401108712395436,22339.424,10.0141535,133.0522,4.898229,0.5955937,22339.424,4451,0
P20407_JH_D15_p1_G16,,,C207,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3058,8.025843344150903,16993.703,9.740657,140.2626,4.9506207,0.8253799,16993.703,3058,0
P20407_JH_D15_p1_F13,,,C7,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4873,8.491670234185152,23864.844,10.080204,154.87482,5.049053,0.6489664,23864.844,4873,0
P20407_JH_D15_p1_N13,,,C135,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4553,8.423761246623686,22714.01,10.030781,137.20636,4.928748,0.6040605,22714.01,4553,0
P20407_JH_D15_p1_A13,,,C516,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3492,8.158516244806831,18655.588,9.833955,158.21121,5.070232,0.84806335,18655.588,3492,0
P20407_JH_D15_p1_O13,,,C165,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4295,8.3654396361887,21908.506,9.994676,123.94828,4.8279,0.5657542,21908.506,4295,0
P20407_JH_D15_p1_H13,,,C371,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3222,8.078067881815437,17635.613,9.777732,117.72189,4.776784,0.6675237,17635.613,3222,0
P20407_JH_D15_p1_D13,,,C60,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3744,8.22817689595132,19785.75,9.892768,128.51117,4.863767,0.6495138,19785.75,3744,0
P20407_JH_D15_p1_C13,,,C135,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5800,8.665785595466064,27240.762,10.212506,143.27948,4.971752,0.5259746,27240.762,5800,0
P20407_JH_D15_p1_E13,,,C33,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3727,8.223627175805483,19743.65,9.890637,141.64616,4.960367,0.7174264,19743.65,3727,0
P20407_JH_D15_p2_L13,,,C424,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3607,8.190908881182514,19301.965,9.868014,149.89545,5.0165873,0.7765813,19301.965,3607,0
P20407_JH_D15_p1_B13,,,C275,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2994,8.00469951054955,16623.098,9.718609,123.06102,4.8207736,0.7403014,16623.098,2994,0
P20407_JH_D15_p2_D13,,,C38,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3461,8.149601735736155,18606.836,9.831338,160.45499,5.0842266,0.86234426,18606.836,3461,0
P20407_JH_D15_p1_K13,,,C46,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3586,8.185071477532283,19262.643,9.865974,116.58063,4.767124,0.60521615,19262.643,3586,0
P20407_JH_D15_p1_I13,,,C60,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4488,8.409385238781931,22396.402,10.0167,131.16791,4.8840733,0.5856651,22396.402,4488,0
P20407_JH_D15_p1_J13,,,C146,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3756,8.231376045573969,19941.254,9.900596,148.36276,5.006378,0.7439991,19941.254,3756,0
P20407_JH_D15_p1_P13,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,1271,7.148345743900068,8423.143,9.0388565,146.84082,4.996136,1.7433021,8423.143,1271,1
P20407_JH_D15_p1_M13,,,C352,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3132,8.049746290952191,17038.285,9.743277,148.55934,5.0076933,0.8719149,17038.285,3132,0
P20407_JH_D15_p2_H13,,,C143,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4714,8.458504195067558,23524.693,10.065848,161.9793,5.093623,0.68855006,23524.693,4714,0
P20407_JH_D15_p1_G13,,,C345,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3179,8.064636475774222,17215.754,9.753638,137.62581,4.9317784,0.79941785,17215.754,3179,0
P20407_JH_D15_p3_F17,,,C151,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,6076,8.712266432135355,27316.232,10.215273,139.4681,4.94498,0.51056856,27316.232,6076,0
P20407_JH_D15_p3_I17,,,C143,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3441,8.143807976771484,18642.44,9.83325,140.75145,4.9540753,0.75500554,18642.44,3441,0
P20407_JH_D15_p3_A17,,,C355,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3447,8.145549631783584,18482.502,9.824634,141.7075,4.9607973,0.7667117,18482.502,3447,0
P20407_JH_D15_p3_G17,,,C523,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2211,7.701652362642226,13061.937,9.477534,132.93651,4.897366,1.0177397,13061.937,2211,0
P20407_JH_D15_p3_E17,,,C19,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4214,8.346404870435956,21525.705,9.97705,146.9695,4.997006,0.6827628,21525.705,4214,0
P20407_JH_D15_p3_C17,,,C533,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4389,8.387084506069217,22119.572,10.004263,153.23961,5.0385075,0.69277835,22119.572,4389,0
P20407_JH_D15_p3_D17,,,C95,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3184,8.066207568006265,17503.848,9.770233,144.28131,4.978672,0.8242834,17503.848,3184,0
P20407_JH_D15_p3_J17,,,C459,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2900,7.972810784121404,16073.867,9.685012,131.12646,4.8837595,0.8157742,16073.867,2900,0
P20407_JH_D15_p3_M17,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5361,8.587092318795905,25338.479,10.140119,149.12698,5.0114813,0.5885396,25338.479,5361,0
P20407_JH_D15_p3_K17,,,C35,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3177,8.064007347096661,17610.877,9.776329,139.35495,4.944175,0.7913005,17610.877,3177,0
P20407_JH_D15_p3_L17,,,C167,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3986,8.290794347381356,20624.295,9.934274,146.8199,4.9959946,0.7118784,20624.295,3986,0
P20407_JH_D15_p3_B17,,,C35,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4819,8.480529207044645,23590.1,10.0686245,158.0764,5.0693846,0.6700964,23590.1,4819,0
P20407_JH_D15_p3_I16,,,C495,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2126,7.6624678152002375,12662.0205,9.446442,136.10857,4.920773,1.0749356,12662.0205,2126,0
P20407_JH_D15_p3_A16,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3754,8.230843564198235,19611.178,9.883906,147.46754,5.000366,0.7519566,19611.178,3754,0
P20407_JH_D15_p3_G16,,,C131,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3969,8.286521373681236,20479.494,9.927228,133.67511,4.9028654,0.6527266,20479.494,3969,0
P20407_JH_D15_p3_H16,,,C142,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2489,7.820037989458753,14227.087,9.562973,137.54887,4.931223,0.9668098,14227.087,2489,0
P20407_JH_D15_p3_E16,,,C337,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2446,7.802618063442671,14135.736,9.556532,118.75271,4.785429,0.8400886,14135.736,2446,0
P20407_JH_D15_p3_C16,,,C107,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3408,8.134174272137903,18459.541,9.823391,142.91438,4.9692187,0.77420336,18459.541,3408,0
P20407_JH_D15_p3_J16,,,C165,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3777,8.236950048061455,19848.904,9.895954,153.01202,5.0370307,0.770884,19848.904,3777,0
P20407_JH_D15_p3_M16,,,C543,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2118,7.6586995582682995,12457.797,9.430182,142.58485,4.966926,1.144543,12457.797,2118,0
P20407_JH_D15_p3_K16,,,C195,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2443,7.8013913202914855,14454.507,9.578831,117.881065,4.7781234,0.8155315,14454.507,2443,0
P20407_JH_D15_p3_L16,,,C215,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2702,7.902117546276448,15346.144,9.638684,143.8523,4.9757147,0.937384,15346.144,2702,0
P20407_JH_D15_p3_B16,,,C17,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3555,8.176391596633795,18994.74,9.85197,128.38185,4.862768,0.675881,18994.74,3555,0
P20407_JH_D15_p1_F6,,,C406,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2690,7.897668150726906,15214.506,9.630071,148.67043,5.0084357,0.97716236,15214.506,2690,0
P20407_JH_D15_p2_J6,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3156,8.057377488557991,17451.006,9.76721,144.79782,4.9822206,0.8297391,17451.006,3156,0
P20407_JH_D15_p1_A6,,,C357,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4482,8.40804774415544,22414.885,10.017525,147.52048,5.000723,0.65813625,22414.885,4482,0
P20407_JH_D15_p2_F6,,,C75,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3134,8.050384453067021,17435.787,9.766337,118.553055,4.78376,0.67994094,17435.787,3134,0
P20407_JH_D15_p1_O6,,,C198,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4797,8.47595444339964,23988.656,10.085378,131.5583,4.8870225,0.5484188,23988.656,4797,0
P20407_JH_D15_p2_C6,,,C161,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5346,8.584290934948731,25506.637,10.146733,150.03764,5.017529,0.58822984,25506.637,5346,0
P20407_JH_D15_p1_H6,,,C179,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3355,8.118505067587098,18185.47,9.808434,125.2818,4.8385158,0.6889115,18185.47,3355,0
P20407_JH_D15_p2_E6,,,C273,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2189,7.691656822810547,13105.497,9.480864,109.52738,4.705263,0.8357362,13105.497,2189,0
P20407_JH_D15_p1_D6,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4277,8.361240889642351,21990.389,9.998406,130.67516,4.8803377,0.59423757,21990.389,4277,0
P20407_JH_D15_p1_C6,,,C125,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3404,8.133000218583613,18068.969,9.802007,133.57523,4.9021235,0.73925203,18068.969,3404,0
P20407_JH_D15_p1_L6,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3689,8.213381737034572,19264.814,9.866088,154.11613,5.044174,0.7999877,19264.814,3689,0
P20407_JH_D15_p2_I6,,,C12,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3901,8.269244521183056,20435.266,9.925066,152.47957,5.0335674,0.74615896,20435.266,3901,0
P20407_JH_D15_p2_G6,,,C329,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4098,8.318498320504338,21151.314,9.959505,157.32967,5.064679,0.74382925,21151.314,4098,0
P20407_JH_D15_p2_L6,,,C12,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3993,8.29254851397576,20894.88,9.947308,145.62822,4.9879003,0.69695646,20894.88,3993,0
P20407_JH_D15_p1_B6,,,C14,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2966,7.995306620290822,16608.8,9.717749,124.2922,4.8306484,0.74835145,16608.8,2966,0
P20407_JH_D15_p2_D6,,,C101,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4247,8.354203562921775,21530.61,9.977278,152.36328,5.0328093,0.70765895,21530.61,4247,0
P20407_JH_D15_p2_B6,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3592,8.186742787113518,19237.719,9.86468,150.91273,5.0233064,0.7844627,19237.719,3592,0
P20407_JH_D15_p1_K6,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3646,8.20166019080868,19257.234,9.865694,128.02002,4.8599677,0.6647892,19257.234,3646,0
P20407_JH_D15_p1_I6,,,C165,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3371,8.123261319121745,18253.36,9.81216,132.32219,4.892769,0.7249197,18253.36,3371,0
P20407_JH_D15_p1_J6,,,C199,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2822,7.945555428253489,15892.73,9.67368,143.18727,4.9711127,0.9009608,15892.73,2822,0
P20407_JH_D15_p1_P6,,,C514,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3055,8.024862150286411,16941.271,9.737567,130.63115,4.8800035,0.77108234,16941.271,3055,0
P20407_JH_D15_p1_M6,,,C140,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3330,8.11102783819368,18107.389,9.804131,135.72705,4.9179864,0.7495673,18107.389,3330,0
P20407_JH_D15_p2_H6,,,C73,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3315,8.106514516255185,17959.47,9.795929,139.50653,4.945254,0.7767853,17959.47,3315,0
P20407_JH_D15_p1_G6,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2077,7.639161171659173,12419.852,9.427132,127.95887,4.8594937,1.030277,12419.852,2077,1
P20407_JH_D15_p2_N6,,,C415,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2923,7.980707820869669,16366.579,9.703058,131.7029,4.8881125,0.8047063,16366.579,2923,0
P20407_JH_D15_p3_F14,,,C195,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3177,8.064007347096661,17528.934,9.771666,138.92393,4.941099,0.7925407,17528.934,3177,0
P20407_JH_D15_p3_I14,,,C64,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2606,7.865955413933502,15176.662,9.62758,124.10044,4.829117,0.8177058,15176.662,2606,0
P20407_JH_D15_p3_A14,,,C361,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3159,8.058327306580958,17393.57,9.763913,126.292046,4.846484,0.72608465,17393.57,3159,0
P20407_JH_D15_p3_G14,,,C46,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2408,7.786967002614872,14169.346,9.558907,109.77377,4.70749,0.7747272,14169.346,2408,0
P20407_JH_D15_p3_H14,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3404,8.133000218583613,18393.924,9.81983,127.92516,4.859232,0.6954751,18393.924,3404,0
P20407_JH_D15_p3_E14,,,C581,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2264,7.725330037917135,13394.944,9.5027075,127.93082,4.859276,0.95506793,13394.944,2264,0
P20407_JH_D15_p3_C14,,,C51,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3269,8.0925452638913,17679.908,9.780241,166.75659,5.1225142,0.9431983,17679.908,3269,0
P20407_JH_D15_p3_D14,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3062,8.027150106832774,17111.848,9.747584,150.0794,5.0178056,0.8770497,17111.848,3062,0
P20407_JH_D15_p3_M14,,,C146,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2832,7.949091499830517,15955.257,9.677607,158.91411,5.074637,0.99599844,15955.257,2832,0
P20407_JH_D15_p3_K14,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2319,7.749322464660356,13884.2705,9.538584,128.16145,4.861063,0.92306936,13884.2705,2319,1
P20407_JH_D15_p3_L14,,,C2,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5761,8.659039915644474,26630.486,10.18985,147.3775,4.9997597,0.5534165,26630.486,5761,0
P20407_JH_D15_p3_B14,,,C15,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,6178,8.72891172506098,27935.045,10.237673,136.21507,4.92155,0.4876136,27935.045,6178,0
P20407_JH_D15_p1_F5,,,C113,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3881,8.264105763728956,20199.203,9.913448,139.40564,4.9445357,0.6901542,20199.203,3881,0
P20407_JH_D15_p2_J5,,,C78,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5178,8.552367266423891,25154.607,10.132836,143.88469,4.9759383,0.57200134,25154.607,5178,0
P20407_JH_D15_p1_N5,,,C318,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3564,8.178919332848396,19124.998,9.858804,130.73592,4.8807993,0.6835866,19124.998,3564,0
P20407_JH_D15_p1_A5,,,C18,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3776,8.236685322712457,19701.068,9.888479,157.9789,5.0687714,0.8018798,19701.068,3776,0
P20407_JH_D15_p2_F5,,,C478,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2427,7.794823152179389,14319.03,9.569414,112.6702,4.733301,0.78685635,14319.03,2427,0
P20407_JH_D15_p1_O5,,,C77,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3498,8.160232492367689,18744.82,9.838726,133.483,4.9014378,0.71210605,18744.82,3498,0
P20407_JH_D15_p1_H5,,,C211,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2989,8.003028666384733,16690.836,9.722675,122.1496,4.8134,0.7318363,16690.836,2989,0
P20407_JH_D15_p2_E5,,,C46,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2529,7.835974581721566,14714.714,9.596671,130.40297,4.8782687,0.886208,14714.714,2529,0
P20407_JH_D15_p1_D5,,,C303,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3445,8.144969417087875,18447.11,9.822717,138.42912,4.9375563,0.7504109,18447.11,3445,0
P20407_JH_D15_p1_C5,,,C33,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,6067,8.710784340468424,27751.057,10.231065,152.83029,5.03585,0.55071884,27751.057,6067,0
P20407_JH_D15_p1_L5,,,C12,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2363,7.768110378525988,13772.685,9.530515,144.33954,4.9790726,1.0480131,13772.685,2363,0
P20407_JH_D15_p2_I5,,,C101,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3452,8.146998697389993,18799.73,9.841651,128.33281,4.862389,0.68263113,18799.73,3452,0
P20407_JH_D15_p2_G5,,,C123,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4895,8.496173824192162,24114.957,10.090629,144.33972,4.979074,0.59854853,24114.957,4895,0
P20407_JH_D15_p2_L5,,,C463,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3352,8.117610746466228,18103.045,9.80389,142.79251,4.9683714,0.7887762,18103.045,3352,0
P20407_JH_D15_p2_D5,,,C18,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3834,8.251924713801357,20111.21,9.909082,127.17579,4.8534026,0.63236266,20111.21,3834,0
P20407_JH_D15_p2_B5,,,C99,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4408,8.391403185357937,22235.791,10.009503,148.81703,5.0094147,0.669268,22235.791,4408,0
P20407_JH_D15_p1_K5,,,C41,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3517,8.165647925297504,18849.994,9.844321,134.04713,4.905624,0.7111256,18849.994,3517,0
P20407_JH_D15_p2_K5,,,C179,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3978,8.288785810426928,20818.428,9.943642,148.63403,5.0081925,0.71395415,20818.428,3978,0
P20407_JH_D15_p1_J5,,,C444,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2346,7.760893195851024,13404.753,9.503439,134.84607,4.9115224,1.0059571,13404.753,2346,0
P20407_JH_D15_p1_P5,,,C101,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3092,8.03689677268507,17130.21,9.748657,122.63986,4.817373,0.7159273,17130.21,3092,0
P20407_JH_D15_p1_M5,,,C351,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3756,8.231376045573969,19802.367,9.893607,152.72354,5.035156,0.7712388,19802.367,3756,0
P20407_JH_D15_p1_G5,,,C2,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3010,8.010027528481734,16767.527,9.727259,140.22514,4.9503555,0.83628994,16767.527,3010,0
P20407_JH_D15_p2_N5,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3105,8.041091003708633,17144.855,9.749512,135.95557,4.9196568,0.7929817,17144.855,3105,0
P20407_JH_D15_p1_F23,,,C195,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3325,8.109525659752872,18069.918,9.802059,146.51886,4.993956,0.81084406,18069.918,3325,0
P20407_JH_D15_p1_N23,,,C143,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4036,8.30325712085294,20798.256,9.942673,114.47998,4.7490973,0.5504307,20798.256,4036,0
P20407_JH_D15_p1_O23,,,C496,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3078,8.0323601479245,17107.725,9.747344,128.74265,4.865553,0.752541,17107.725,3078,0
P20407_JH_D15_p1_H23,,,C33,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3526,8.168202930236053,18970.518,9.850694,122.7063,4.81791,0.6468263,18970.518,3526,0
