,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_A30_D14_p6_D18,,,B406,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3148,8.054840221101024,16820.576,9.730417,118.641075,4.7844963,0.705333,16820.576,3148,0
P20407_A30_D14_p6_K18,,,B11,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3011,8.010359588919783,16021.004,9.681718,137.65263,4.9319715,0.8592011,16021.004,3011,0
P20407_A30_D14_p6_M18,,,B861,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2866,7.96102146588337,15620.452,9.656401,122.84544,4.8190346,0.7864397,15620.452,2866,0
P20407_A30_D14_p6_C18,,,B975,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2602,7.864419904994565,14561.269,9.586189,123.5467,4.824681,0.84846115,14561.269,2602,0
P20407_A30_D14_p6_L18,,,B81,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2588,7.859026979751538,14284.943,9.567031,131.46141,4.8862915,0.9202795,14284.943,2588,0
P20407_A30_D14_p6_J18,,,B186,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4957,8.508757712595136,23230.295,10.053256,123.95628,4.827964,0.5335975,23230.295,4957,0
P20407_A30_D14_p6_N18,,,B439,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2820,7.944846711001996,15388.025,9.64141,116.76642,4.768703,0.7588135,15388.025,2820,0
P20407_A30_D14_p6_B18,,,B1287,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3296,8.10076824307173,17209.783,9.753291,133.47229,4.901358,0.77556056,17209.783,3296,0
P20407_A30_D14_p6_I18,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2791,7.934513463882263,15240.736,9.631793,108.07858,4.6920686,0.70914274,15240.736,2791,0
P20407_A30_D14_p6_G18,,,B664,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3331,8.111328003286733,17465.385,9.768033,121.45302,4.8077273,0.6953927,17465.385,3331,0
P20407_A30_D14_p6_O10,,,B1583,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3453,8.147288258706624,17693.436,9.781006,132.12411,4.891282,0.7467409,17693.436,3453,0
P20407_A30_D14_p6_P10,,,B1003,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3306,8.103796712981794,17329.08,9.760199,121.02088,4.804192,0.6983688,17329.08,3306,0
P20407_A30_D14_p6_F10,,,B544,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3051,8.023552392404348,16441.408,9.707619,119.19444,4.7891107,0.7249649,16441.408,3051,0
P20407_A30_D14_p6_H10,,,B1204,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3199,8.070906088787819,16912.143,9.7358465,124.675446,4.8337026,0.73719484,16912.143,3199,0
P20407_A30_D14_p6_E10,,,B73,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4412,8.392310009269547,21278.045,9.965478,130.3785,4.8780823,0.6127372,21278.045,4412,0
P20407_A30_D14_p6_D10,,,B540,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3230,8.080546965824498,17182.492,9.751704,122.634476,4.8173294,0.71371764,17182.492,3230,0
P20407_A30_D14_p6_A10,,,B1492,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3965,8.285513309079741,19772.492,9.892097,127.30672,4.8544235,0.6438577,19772.492,3965,0
P20407_A30_D14_p6_K10,,,B786,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2735,7.914252278742441,14890.697,9.608559,115.5219,4.758079,0.7757991,14890.697,2735,0
P20407_A30_D14_p6_M10,,,B45,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3055,8.024862150286411,16383.039,9.704062,121.95341,4.8118052,0.7443882,16383.039,3055,0
P20407_A30_D14_p6_C10,,,B896,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5217,8.559869465696673,24290.006,10.097861,134.41089,4.9083138,0.5533588,24290.006,5217,0
P20407_A30_D14_p6_L10,,,B1248,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4391,8.387539983189367,21116.607,9.957863,131.87679,4.8894224,0.6245169,21116.607,4391,0
P20407_A30_D14_p6_J10,,,B101,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3616,8.193400231952097,18711.543,9.836949,128.84111,4.8663116,0.6885649,18711.543,3616,0
P20407_A30_D14_p6_N10,,,B356,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3083,8.03398273468322,16461.049,9.708813,129.87424,4.874237,0.7889791,16461.049,3083,0
P20407_A30_D14_p6_B10,,,B1185,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3725,8.223090551161533,19012.143,9.852886,132.805,4.8963833,0.6985272,19012.143,3725,0
P20407_A30_D14_p6_I10,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2825,7.946617563244473,15428.027,9.644006,119.643974,4.792844,0.77549756,15428.027,2825,1
P20407_A30_D14_p6_G10,,,B56,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4667,8.448485993406447,21912.879,9.994876,122.76307,4.818369,0.56023246,21912.879,4667,0
P20407_A30_D14_p6_O9,,,B703,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2294,7.738488122494646,13213.661,9.489082,118.85155,4.786254,0.8994596,13213.661,2294,0
P20407_A30_D14_p6_P9,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2812,7.9420068084898565,15434.323,9.644414,100.94446,4.6244283,0.6540258,15434.323,2812,0
P20407_A30_D14_p6_F9,,,B73,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2928,7.982416346827733,15846.067,9.67074,130.88634,4.8819404,0.82598627,15846.067,2928,0
P20407_A30_D14_p6_H9,,,B374,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3536,8.17103418920548,18350.547,9.81747,128.29103,4.862066,0.69911283,18350.547,3536,0
P20407_A30_D14_p6_E9,,,B612,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3218,8.076826031298808,16989.023,9.740381,138.47675,4.9378977,0.81509537,16989.023,3218,0
P20407_A30_D14_p6_D9,,,B162,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3079,8.03268487596762,16197.781,9.692691,123.47041,4.824068,0.7622675,16197.781,3079,0
P20407_A30_D14_p6_A9,,,B374,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2838,7.951207156472972,15715.585,9.662472,117.128,4.7717686,0.7452984,15715.585,2838,0
P20407_A30_D14_p6_K9,,,B73,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3452,8.146998697389993,17808.348,9.787478,125.98839,4.8440957,0.70746815,17808.348,3452,0
P20407_A30_D14_p6_M9,,,B303,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3589,8.185907481482324,18365.846,9.818302,123.71108,4.8259997,0.67359316,18365.846,3589,0
P20407_A30_D14_p6_C9,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1834,7.51479976048867,10973.213,9.303304,151.01033,5.0239487,1.3761724,10973.213,1834,1
P20407_A30_D14_p6_L9,,,B330,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3673,8.20903626577507,18801.826,9.841763,131.00095,4.882809,0.6967458,18801.826,3673,0
P20407_A30_D14_p6_J9,,,B205,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3274,8.094073148069352,17356.006,9.761751,118.37539,4.7822733,0.68204284,17356.006,3274,0
P20407_A30_D14_p6_N9,,,B102,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2849,7.955074273262696,15641.017,9.657716,123.41837,4.82365,0.78906876,15641.017,2849,0
P20407_A30_D14_p6_B9,,,B217,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2980,8.000014093678072,16199.699,9.69281,132.27747,4.892433,0.81654274,16199.699,2980,0
P20407_A30_D14_p6_I9,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2478,7.8156105320351905,13862.3,9.537001,105.0431,4.6638455,0.757761,13862.3,2478,0
P20407_A30_D14_p6_G9,,,B1143,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3581,8.183676582620658,18384.438,9.819314,121.01905,4.8041773,0.658269,18384.438,3581,0
P20407_A30_D14_p4_B24,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2919,7.979338895262328,15953.872,9.67752,116.123764,4.7632313,0.727872,15953.872,2919,1
P20407_A30_D14_p4_I24,,,B1534,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,6200,8.732465848349879,26657.383,10.190859,136.47266,4.923425,0.5119507,26657.383,6200,0
P20407_A30_D14_p4_D24,,,B1234,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2533,7.837554360881084,14301.6875,9.568203,114.4028,4.748429,0.79992515,14301.6875,2533,0
P20407_A30_D14_p4_J24,,,B429,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2550,7.844240718141811,14139.1875,9.556776,117.35271,4.7736692,0.82998204,14139.1875,2550,0
P20407_A30_D14_p4_M24,,,B21,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2390,7.779466967458324,13617.415,9.519178,129.97661,4.8750186,0.9544881,13617.415,2390,0
P20407_A30_D14_p4_H24,,,B426,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2383,7.776535028185241,13514.363,9.511582,105.90929,4.671981,0.7836794,13514.363,2383,0
P20407_A30_D14_p4_A24,,,B583,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2222,7.706612913964197,12891.362,9.464391,118.329056,4.7818847,0.9178941,12891.362,2222,0
P20407_A30_D14_p4_C24,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1943,7.572502985020384,11614.365,9.360085,132.5821,4.8947163,1.1415356,11614.365,1943,1
P20407_A30_D14_p4_K24,,,B572,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3421,8.137980454452139,17548.057,9.772756,120.03826,4.796107,0.68405443,17548.057,3421,0
P20407_A30_D14_p4_G24,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2713,7.906178840394815,15007.6,9.616379,120.06485,4.796326,0.8000271,15007.6,2713,0
P20407_A30_D14_p4_O24,,,B582,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3917,8.273336598504486,19550.516,9.880808,118.77598,4.785623,0.60753375,19550.516,3917,0
P20407_A30_D14_p4_F24,,,B496,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2486,7.818832443803404,14050.658,9.550496,118.8852,4.786535,0.8461184,14050.658,2486,0
P20407_A30_D14_p4_L24,,,B519,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4225,8.349011198176003,20613.893,9.933769,128.61395,4.8645606,0.6239188,20613.893,4225,0
P20407_A30_D14_p4_E24,,,B967,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1920,7.560601162768557,11226.399,9.326113,112.48447,4.731666,1.0019639,11226.399,1920,0
P20407_A30_D14_p4_N18,,,B495,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3532,8.169902647359145,18153.84,9.806692,121.096176,4.804809,0.6670554,18153.84,3532,0
P20407_A30_D14_p4_B18,,,B553,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2824,7.946263643580541,15451.422,9.645521,127.86289,4.858749,0.8275154,15451.422,2824,0
P20407_A30_D14_p4_I18,,,B873,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2672,7.890956716138919,14813.067,9.6033325,126.7992,4.8504605,0.8559956,14813.067,2672,0
P20407_A30_D14_p4_D18,,,B520,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2811,7.941651252930556,15359.766,9.639572,134.34428,4.9078217,0.8746506,15359.766,2811,0
P20407_A30_D14_p4_J18,,,B455,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2825,7.946617563244473,15303.634,9.635911,117.585434,4.775634,0.76834977,15303.634,2825,0
P20407_A30_D14_p4_M18,,,B352,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2238,7.713784616598755,12976.112,9.4709425,118.02352,4.779321,0.9095445,12976.112,2238,0
P20407_A30_D14_p4_H18,,,B744,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4524,8.417372856134026,21651.545,9.982879,126.711174,4.8497715,0.5852292,21651.545,4524,0
P20407_A30_D14_p4_A18,,,B129,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3572,8.181160858023409,18369.445,9.818499,118.86964,4.7864046,0.64710516,18369.445,3572,0
P20407_A30_D14_p4_K18,,,B1519,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2653,7.8838232148921525,14602.298,9.589003,115.22941,4.755566,0.7891183,14602.298,2653,0
P20407_A30_D14_p4_G18,,,B987,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1924,7.562681246721884,11540.23,9.353682,124.52934,4.8325396,1.0790889,11540.23,1924,0
P20407_A30_D14_p4_O18,,,B1559,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3038,8.019283792916793,16257.96,9.6964,128.41733,4.8630424,0.7898736,16257.96,3038,0
P20407_A30_D14_p4_F18,,,B205,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3410,8.134760782418645,17841.219,9.789323,129.01103,4.8676195,0.7231066,17841.219,3410,0
P20407_A30_D14_p4_L18,,,B81,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2573,7.853216388156072,14337.767,9.570722,118.57696,4.7839603,0.82702535,14337.767,2573,0
P20407_A30_D14_p4_E18,,,B1549,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3105,8.041091003708633,16561.645,9.714905,127.969086,4.859573,0.77268344,16561.645,3105,0
P20407_A30_D14_p4_N1,,,B531,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3361,8.120291313968561,17463.506,9.767926,131.37834,4.885664,0.7523022,17463.506,3361,0
P20407_A30_D14_p4_B1,,,B1504,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2849,7.955074273262696,15453.577,9.64566,123.59123,4.8250384,0.7997581,15453.577,2849,0
P20407_A30_D14_p4_I1,,,B261,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4016,8.298290634359283,19850.379,9.8960285,135.2302,4.914346,0.6812474,19850.379,4016,0
P20407_A30_D14_p4_D1,,,B165,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2336,7.756623334538858,13407.557,9.503649,120.38523,4.7989693,0.89789087,13407.557,2336,0
P20407_A30_D14_p4_J1,,,B127,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2931,7.983440063006542,15737.123,9.663841,133.08731,4.8984914,0.84569025,15737.123,2931,0
P20407_A30_D14_p4_M1,,,B906,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3734,8.225503097566918,18768.58,9.839993,114.01481,4.745061,0.607477,18768.58,3734,0
P20407_A30_D14_p4_H1,,,B1520,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3257,8.08886878916199,17136.584,9.749029,143.9447,4.976352,0.8399848,17136.584,3257,0
P20407_A30_D14_p4_A1,,,B267,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2704,7.902857191280582,14820.401,9.603827,124.470116,4.8320675,0.83985656,14820.401,2704,0
P20407_A30_D14_p4_C1,,,B253,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3412,8.135346948906706,17627.459,9.77727,122.28909,4.814532,0.69374204,17627.459,3412,0
P20407_A30_D14_p4_K1,,,B412,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3128,8.048468743668883,16619.994,9.718422,126.79654,4.8504395,0.7629157,16619.994,3128,0
P20407_A30_D14_p4_G1,,,B639,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4819,8.480529207044645,22569.92,10.024418,127.873566,4.858832,0.5665663,22569.92,4819,0
P20407_A30_D14_p4_F1,,,B94,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2431,7.796469243086058,13371.639,9.500966,121.518036,4.808258,0.90877444,13371.639,2431,0
P20407_A30_D14_p4_L1,,,B739,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2859,7.958576903813898,15533.19,9.650799,118.466064,4.7830324,0.7626641,15533.19,2859,0
P20407_A30_D14_p4_E1,,,B1002,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3012,8.0106915391303,16282.621,9.697915,125.97366,4.84398,0.7736695,16282.621,3012,0
P20407_A30_D14_p6_O4,,,B1325,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3154,8.056743774975313,16842.525,9.731722,132.14478,4.891437,0.78459,16842.525,3154,0
P20407_A30_D14_p6_P4,,,B1073,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2960,7.993282328101591,15808.279,9.668352,128.12862,4.860809,0.8105159,15808.279,2960,0
P20407_A30_D14_p6_F4,,,B1063,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2675,7.892078421248119,14845.812,9.60554,112.67366,4.7333317,0.75895923,14845.812,2675,0
P20407_A30_D14_p6_H4,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2977,7.999007213243955,16151.726,9.689844,140.79878,4.954409,0.8717259,16151.726,2977,1
P20407_A30_D14_p6_E4,,,B1391,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2181,7.687997166393016,12476.137,9.431653,137.15506,4.9283767,1.0993392,12476.137,2181,0
P20407_A30_D14_p6_D4,,,B568,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3005,8.00836557031292,15945.77,9.6770115,120.767876,4.8021164,0.75736624,15945.77,3005,0
P20407_A30_D14_p6_A4,,,B1292,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3291,8.09925056179696,17402.783,9.764442,137.89246,4.9337,0.79235864,17402.783,3291,0
P20407_A30_D14_p6_K4,,,B540,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2987,8.002359546252707,16006.995,9.680843,130.06738,4.8757114,0.8125659,16006.995,2987,0
P20407_A30_D14_p6_C4,,,B778,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2942,7.987184748233473,16071.505,9.684865,138.74234,4.9398003,0.86328155,16071.505,2942,0
P20407_A30_D14_p6_L4,,,B1398,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3061,8.026823576217629,16416.035,9.706075,123.89155,4.827446,0.7546984,16416.035,3061,0
P20407_A30_D14_p6_J4,,,B272,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3007,8.00903068506973,16036.957,9.6827135,134.18456,4.906641,0.83672076,16036.957,3007,0
P20407_A30_D14_p6_N4,,,B498,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3696,8.215276958936633,18391.783,9.819714,130.36615,4.8779883,0.7088282,18391.783,3696,0
P20407_A30_D14_p6_B4,,,B738,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,6156,8.72534492491121,26286.723,10.176857,130.30074,4.8774905,0.4956903,26286.723,6156,0
P20407_A30_D14_p6_I4,,,B775,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2760,7.923348211930154,15127.061,9.624307,133.82503,4.903978,0.8846731,15127.061,2760,0
P20407_A30_D14_p6_G4,,,B456,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3152,8.056109659545061,16705.488,9.723553,125.55502,4.8406773,0.7515795,16705.488,3152,0
P20407_A30_D14_p2_N12,,,B330,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2817,7.943782692458625,15321.402,9.637072,113.792946,4.74313,0.7427058,15321.402,2817,0
P20407_A30_D14_p2_I12,,,B1373,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5622,8.634620608292202,25045.344,10.128483,134.88266,4.911792,0.53855383,25045.344,5622,0
P20407_A30_D14_p2_M12,,,B1435,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4891,8.495356496807062,22932.45,10.040352,140.18169,4.9500475,0.6112809,22932.45,4891,0
P20407_A30_D14_p2_O12,,,B121,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2841,7.952263308657046,15612.257,9.655875,118.057556,4.779607,0.75618505,15612.257,2841,0
P20407_A30_D14_p2_L12,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3838,8.252967195000798,19283.562,9.86706,120.51046,4.8,0.6249388,19283.562,3838,0
P20407_A30_D14_p2_C12,,,B1119,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2453,7.805474625270857,13874.569,9.537885,104.503296,4.6587424,0.7532003,13874.569,2453,0
P20407_A30_D14_p2_G12,,,B1349,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3348,8.116417072794205,17557.373,9.773286,126.80854,4.8505335,0.72225237,17557.373,3348,0
P20407_A30_D14_p2_K12,,,B633,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3052,8.023879992734878,16289.818,9.698357,127.897514,4.859018,0.7851377,16289.818,3052,0
P20407_A30_D14_p2_H12,,,B165,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4159,8.333270353255308,20426.61,9.924643,134.52354,4.9091454,0.6585701,20426.61,4159,0
P20407_A30_D14_p2_F12,,,B39,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3212,8.074960359115858,17104.783,9.747172,136.28069,4.9220276,0.79674023,17104.783,3212,0
P20407_A30_D14_p2_P12,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3439,8.143226750367445,17861.887,9.790481,130.33867,4.877779,0.7297027,17861.887,3439,0
P20407_A30_D14_p2_J12,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4346,8.377241230988792,21063.924,9.955364,130.2278,4.8769345,0.6182504,21063.924,4346,0
P20407_A30_D14_p2_D12,,,B69,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2737,7.914983005848394,15134.241,9.624782,127.615204,4.856825,0.84322166,15134.241,2737,0
P20407_A30_D14_p2_B12,,,B105,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2697,7.900266036767701,14902.689,9.6093645,117.27814,4.773039,0.7869596,14902.689,2697,0
P20407_A30_D14_p2_E12,,,B798,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4019,8.299037181613066,19853.799,9.896201,128.48103,4.8635345,0.6471358,19853.799,4019,0
P20407_A30_D14_p5_M3,,,B1329,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2790,7.934155233536322,14932.688,9.611375,152.53185,5.033908,1.0214627,14932.688,2790,0
P20407_A30_D14_p5_P3,,,B918,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4703,8.456168489578463,22061.166,10.001619,128.40387,4.8629384,0.5820357,22061.166,4703,0
P20407_A30_D14_p5_G3,,,B382,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3656,8.204398418149381,18808.75,9.842131,126.5382,4.848416,0.6727624,18808.75,3656,0
P20407_A30_D14_p5_B3,,,B677,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2971,7.99699040583765,16116.532,9.687663,135.21405,4.9142275,0.8389773,16116.532,2971,0
P20407_A30_D14_p5_E3,,,B461,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3416,8.136518252115291,17682.127,9.780366,135.43587,4.9158545,0.7659478,17682.127,3416,0
P20407_A30_D14_p5_I3,,,B1253,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2445,7.802209316247118,13654.044,9.521864,133.13644,4.8988576,0.9750697,13654.044,2445,0
P20407_A30_D14_p5_C3,,,B45,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4277,8.361240889642351,20956.273,9.950241,117.15007,4.7719555,0.5590215,20956.273,4277,0
P20407_A30_D14_p5_O3,,,B340,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2853,7.956476798036782,15545.129,9.6515665,131.6722,4.8878813,0.84703183,15545.129,2853,0
P20407_A30_D14_p5_J3,,,B1165,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3240,8.083637203141548,17046.037,9.7437315,132.25177,4.8922405,0.77585053,17046.037,3240,0
P20407_A30_D14_p5_N3,,,B1399,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3197,8.0702808933939,17007.393,9.741462,133.34787,4.9004326,0.78405833,17007.393,3197,0
P20407_A30_D14_p5_K3,,,B516,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2953,7.9909154630913255,15927.933,9.675893,118.46019,4.7829833,0.7437261,15927.933,2953,0
P20407_A30_D14_p5_L3,,,B492,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2136,7.667158255319148,12104.71,9.401433,153.80177,5.0421453,1.2705945,12104.71,2136,0
P20407_A30_D14_p5_D3,,,B135,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2381,7.775695749915245,13385.704,9.502017,129.17839,4.8689055,0.9650474,13385.704,2381,0
P20407_A30_D14_p1_J2,,,B794,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5468,8.606851063346772,24247.877,10.096126,134.63538,4.9099703,0.55524606,24247.877,5468,0
P20407_A30_D14_p1_F2,,,B542,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3325,8.109525659752872,17311.281,9.7591715,122.04652,4.8125625,0.7050115,17311.281,3325,0
P20407_A30_D14_p1_C2,,,B1129,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3089,8.035926369891792,16327.917,9.700693,125.31427,4.838773,0.7674847,16327.917,3089,0
P20407_A30_D14_p1_E2,,,B192,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2135,7.666690200080086,12248.66,9.413254,112.93821,4.7356563,0.9220454,12248.66,2135,0
P20407_A30_D14_p1_O2,,,B322,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3040,8.019941687677365,16262.507,9.696679,127.26883,4.8541284,0.78259045,16262.507,3040,0
P20407_A30_D14_p1_M2,,,B61,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3301,8.102283624480073,17367.322,9.7624035,132.64906,4.8952174,0.7637853,17367.322,3301,0
P20407_A30_D14_p1_P2,,,B935,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3393,8.129764445794171,17438.145,9.766473,122.39964,4.8154283,0.7019075,17438.145,3393,0
P20407_A30_D14_p1_I2,,,B693,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3068,8.029107054619736,16532.277,9.71313,116.50754,4.7665024,0.7047277,16532.277,3068,0
P20407_A30_D14_p1_G2,,,B528,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2503,7.825644732219989,14207.853,9.561621,129.55913,4.871826,0.9118839,14207.853,2503,0
P20407_A30_D14_p1_L2,,,B528,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3114,8.043984431221553,16426.598,9.706718,133.2271,4.8995333,0.811045,16426.598,3114,0
