,TPM_p,UMI_p,TPM_logp,UMI_logp
RP11-673C5.2,0.00760606777000353,0.16496795312040688,2.118839809346807,0.7826004141783658
CDC34,0.00771515474553416,0.0022893482148995756,2.1126553587184476,2.640288145155174
PSMA2,0.007716401574740633,0.021322269042015757,2.1125851790121124,1.6711665810717489
NDUFB10,0.007723239440155349,0.00555377135360259,2.1122005007143594,2.255412003936273
TFDP2,0.007724984212438469,0.004325691408748162,2.1121023994704884,2.363944466001445
STAU2,0.007744415106522097,0.018711941315673244,2.111011376562223,1.7278811532296456
SNHG7,0.007769137657155102,0.010510156953636041,2.1096271834542812,1.978390798378125
LASP1,0.007783710404198121,0.0083692932650857,2.108813330524695,2.077311213934135
OPTN,0.007787106295509597,0.008016169104407935,2.1086238970595734,2.096033129758193
RP11-231C14.4,0.007811023676645977,0.002450556951281957,2.1072920457660778,2.6107351999703345
STAMBPL1,0.00781426002510852,0.020375652092896556,2.1071121414103264,1.690888483406886
DHX40,0.007843835896885889,0.012157989146245754,2.1054715009071647,1.9151382486574242
NONO,0.00784705356958507,0.019265800732266494,2.1052933825767286,1.7152129359695378
RP1-130H16.18,0.00788639229182844,0.006105733129460154,2.1031216236692165,2.2142621818479857
RAB27A,0.007928802053204974,0.0008295691460389475,2.100792424407915,3.081147408926408
VBP1-1,0.00793053074056845,0.010522480339117485,2.1006977471102464,1.977881877043068
IL15,0.007965939912070539,0.005280479573961864,2.098762973843665,2.277326632983769
WHSC1L1,0.007966230608121187,0.010836168800593193,2.0987471256966015,1.9651242383569225
PI4K2A,0.007989727940663868,0.026833313494396847,2.097468008655977,1.5713256954428683
DAD1,0.00800148259138455,0.11472196419546662,2.096829535307894,0.9403534259026533
PRKCA,0.008014728419660696,0.017074781977816693,2.0961111891976763,1.76764483297209
LRWD1,0.008026564745046063,0.018589203005930584,2.095470286786506,1.730739229784118
ZFAND5,0.0080309024167791,0.10487109226876239,2.095235651158757,0.9793442086445958
KMT2D,0.008080463168319115,0.0040302010932463835,2.0925637449580723,2.394673283509414
AC009495.2,0.00808289476424148,0.008876481376615024,2.092433075489058,2.051759153765534
DNAJB2,0.008085773140556696,0.01682664645912936,2.0922784476655285,1.7740024300382922
EML4,0.008179639309808678,0.056247373372934825,2.08726584659927,1.2498977533281515
SLC41A2,0.00819217342251876,0.0010738672468754,2.086600862563834,2.9690494034716193
AC018766.5,0.00819672452394873,0.013224748936974855,2.0863596604653303,1.8786125640051703
SSH1,0.008205038728672284,0.004099265714589788,2.085919364689015,2.387293929783044
C14orf64,0.008243102871213923,0.015817170293612733,2.0839092802701176,1.80087120957354
ITPKB,0.008246770281236047,0.07520411975526614,2.0837161028033147,1.1237583676800162
ICAM1,0.008292597395980223,0.002432938782300475,2.0813094190200117,2.6138688186662145
RCN2,0.008333925500533391,0.0019600781574618236,2.079150386150383,2.70772661095085
MRPS17,0.00835024068169858,0.005057928650773906,2.07830100652512,2.2960273012853536
CD99L2-1,0.008365851820142305,0.014134394131756258,2.077489832113081,1.8497228027297743
MICALL1,0.008371304426653936,0.03295973548336271,2.077206864448939,1.4820162823686391
CCR5,0.008383672434231224,0.06763579926893176,2.0765656987268786,1.169823373442352
SERINC5,0.00840223299436854,0.0005689277112082601,2.075605279621928,3.2449429121950786
GPR174,0.00840493582106345,0.0024091823916256626,2.075465598424916,2.6181303196869776
PXMP2,0.008434265563521795,0.006286094839343328,2.0739527287946684,2.201619070996968
ABCA7,0.008458568076826229,0.0045444678668565535,2.0727031510233416,2.3425169630509792
HNRNPU,0.008460538491797747,0.01252943660602854,2.0726019943399683,1.9020684568904414
PEX16,0.008468269010866962,0.00709099655092587,2.0722053542332337,2.1492927258670687
GNAI2,0.008493873314520848,0.05000164680823743,2.0708942207664403,1.30101569190493
MYO1G,0.008513815256472382,0.0070958753374564636,2.0698757779273937,2.148994022929759
C20orf194,0.008517093678024648,0.0045667460752001785,2.0697085759991154,2.3403931357994416
CRTC3,0.00853281544181202,0.0030177635097625565,2.0689076477189894,2.5203147971745405
FGD3,0.008553119788528187,0.0003630125174565045,2.0678754455281694,3.440078399292925
DOCK8,0.00859412456545365,0.14012049444042154,2.065798355830484,0.8534983388652798
PDE1B,0.008606453333090059,0.008573887091112222,2.0651757817865573,2.0668222399797824
KSR1,0.00862004482740127,0.016856794880176534,2.0644904756784905,1.7732249978119698
NME7,0.008624135340070787,0.003841464372898517,2.0642844366442663,2.4155031902580912
FAM136A,0.008644049821399073,0.006402551259776076,2.0632827386540966,2.193646935819505
RP1-257A7.4,0.008662156016838554,0.006464771334616057,2.062373998320115,2.1894468319391542
AKR1A1,0.008665753029382831,0.015329492049550968,2.0621936923504114,1.8144722354738636
CERS5,0.008688735482745374,0.028504425125838197,2.061043424106687,1.5450877133756482
AKAP5,0.00868991728514682,0.007779896490451713,2.0609843573574635,2.1090261811497317
ZBTB49,0.008696530665032235,0.0086121141625002,2.0606539673275144,2.0648902217868623
S100A11,0.008700759307214924,0.0010682631977552103,2.0604428452498826,2.9713217330281023
RAB11A,0.008707846220113731,0.003562082574355822,2.0600892491699585,2.4482960171660335
RP11-902B17.1,0.00871816689934301,0.0057221201333661565,2.059574821167166,2.242443028615633
TOX,0.008725741819509393,0.0017494777596620613,2.059197641225569,2.757091574139884
CACYBP,0.008732114856532101,0.011892536794985786,2.05888056049954,1.924725496217956
PRPS1,0.008741328329927942,0.0019941967412259063,2.058422567076823,2.7002319977726907
RPS5,0.008745108583148179,0.7900689948236065,2.058234793758853,0.1023349811617244
ATP5G2,0.008770863036822797,0.10195192579954573,2.056957670751542,0.9916045662937201
MT-ATP8,0.008812739467327267,0.4567204892213822,2.0548890688174715,0.34034950480161674
MAPKAPK3,0.008832991736505405,0.011991114725862903,2.053892175856741,1.9211404418562898
SPDYE3,0.00883691891775764,0.0027167571945178304,2.0536991298126797,2.5659491741669846
NOP56,0.008839021253535308,0.010512918573700125,2.0535958218332673,1.9782766993386878
LINC00861,0.008861948349480285,0.007800607615158105,2.0524707855164435,2.1078715673566193
TIMMDC1,0.008895264993615112,0.02965886442577391,2.0508411095754977,1.5278454811923752
GSTM4,0.008901692010645728,0.00413563689396513,2.0505274359343058,2.383457598992895
IL18BP,0.008912963798777396,0.004773221181762149,2.049977857419582,2.3211884408080294
GNPDA1,0.008914358387545215,0.00412080597408993,2.0499099097826576,2.3850178335137104
RAB38,0.008947048573680809,0.014494483450369518,2.0483202048580766,1.838797257277006
RP4-706A16.3,0.008955602382546796,0.00019453218292107334,2.047905196792341,3.7110085397942068
C9orf78,0.00897740039025095,0.016205710002034548,2.0468494049381025,1.7903319369729649
SREBF1,0.008977427991075997,0.047745097011860936,2.0468480697110807,1.3210712198922112
RP4-583P15.15,0.008981230907704614,0.0019193206326486815,2.0466641377436723,2.7168524680168717
WDR76,0.009038337762700872,0.007841684092564622,2.0439114331158734,2.1055906575241408
SLFN13,0.009043685954377764,0.02611662994778621,2.043654527114918,1.583082864514353
ZNF638,0.009072748288099073,0.009400208425817073,2.042261137905485,2.026862516913203
SLC30A4,0.009086129921803857,0.012571651811254922,2.041621057536901,1.900607655855595
FDX1L,0.00918743441536484,0.007754910012942252,2.036805748114204,2.110423237322893
BUB1B,0.009205300142225427,0.01706563378491777,2.035962046596446,1.7678775782214793
FAM96B,0.009216837263409397,0.00897686630549838,2.0354180805395248,2.0468752428144033
SMAP1,0.009229959208768219,0.00758731191985029,2.034800218307351,2.1199120614104014
BTBD11,0.009265561412011554,0.00830856525943082,2.033128261099329,2.080473964628424
EAF2,0.009271609239910387,0.003148018100565984,2.032844880379965,2.5019627791867576
MPP1-1,0.009308360191633482,0.021443532830233078,2.0311268198188857,1.6687036629027068
PSMB8,0.009325540449067806,0.08007684526844401,2.030325989841366,1.0964930447881582
ERI2,0.009338604612536298,0.006820724527909477,2.0297180118158074,2.1661694901880573
ERICH1,0.009366159043553562,0.016844999884237943,2.02843847188479,1.7735289876674156
CKMT2-AS1,0.009409099205463116,0.002448544039180897,2.026451952430623,2.611092080413886
MT1E,0.009410082134271016,0.00687710830229626,2.0264065858920834,2.1625941362339143
SHARPIN,0.009456004095024138,0.00548440113945435,2.024292348386889,2.2608707876023972
TGFBR1,0.009470486917128412,0.0018460482841931442,2.023627691536773,2.7337569440011094
RP4-758J18.2,0.009492801821922855,0.00923689124999794,2.0226055856538734,2.034474169487871
MTSS1,0.009508246079108397,0.008053597050451304,2.021899586996872,2.094010103452614
CDC42SE1,0.009536607585116054,0.03025121875175742,2.0206060874636025,1.5192571239371047
EEF1D,0.009594309090097284,0.038344147938061235,2.0179862944211573,1.416300908433134
LY6E,0.009661806244920494,0.2654046509381183,2.0149416759786227,0.5760914708496456
C21orf33,0.009673002488932384,0.015880728253544002,2.0144387004795794,1.799129585709702
ZNF622,0.009674140411603378,0.014329623447862153,2.0143876135010053,1.8437652217913691
ARFRP1,0.00969514729985664,0.00820512594234308,2.0134455882326243,2.085914748475012
POLR2L,0.009711410850265757,0.002504146025014427,2.012717672257238,2.6013403495794605
PIF1,0.009770042880132147,0.04757833052231,2.010103530184614,1.3225908010055378
STMN3,0.009778069929181035,0.005855654130413924,2.009746861145731,2.2324245831943244
RP11-1252I4.2,0.009914029587622377,0.013962369656684327,2.0037497893120504,1.8550408681393227
DENND3,0.009945076265487848,0.012238576707194226,2.002391882066591,1.912269085797736
DNM1L,0.00996203379076091,0.005159516162501852,2.001651989494208,2.2873910227541314
SUMO2,0.010033363360642294,0.5780017932271733,1.998553459390762,0.2380708141963255
PPA1,0.010108477777703198,0.004032178275275363,1.9953142393167906,2.3944602746139334
ATAD2,0.010136787167515758,0.04218230187720396,1.9940996718781179,1.3748697246133479
UTP11L,0.010168052722549463,0.023040395599443486,1.992762210580234,1.6375100684267598
TRMT1,0.01017998209606699,0.004512772965128653,1.9922529858092943,2.3455565150222952
OXSR1,0.010203976779056066,0.004797909009695917,1.9912305383746045,2.318947992500259
GHITM,0.010229022627769894,0.008744209991166103,1.9901658606812276,2.0582794214026325
DTX3,0.010250863388127975,0.004026460761184716,1.9892395542269188,2.395076528853682
DNAJB1,0.010257385700889281,0.012411256355658094,1.9889633137224574,1.9061842538991352
TPCN1,0.010267761680165773,0.009674487929658318,1.9885242200736444,2.0143720128939777
CD38,0.010280720201872175,0.061215494111287495,1.9879764603657424,1.2131386406750166
C19orf68,0.010281170692788309,0.00922599115664994,1.9879574304311844,2.034986966009995
RPL9P8,0.010294925641688935,0.014198218858455538,1.987376785861958,1.8477661336776359
CTC-454I21.3,0.010296823353339483,0.04266428619915447,1.9872967377125164,1.3699355159955198
FUNDC2-1,0.010312395885417254,0.006169905328287367,1.9866404230836694,2.2097214997783996
COQ4,0.010314784572164257,0.005781685928997,1.9865398379862549,2.237945503638758
TCF7,0.010331321909589804,0.002895271390467899,1.9858441062334804,2.5383107211046037
HIBCH,0.010332749377592942,0.014048300658922694,1.9857841043617073,1.852376206654816
AFMID,0.010338561884192566,0.022690884969145383,1.985539868321061,1.644148565828523
F2RL2,0.010370218483022784,0.013456915781523563,1.9842120936619105,1.8710544655615426
RP11-340F14.5,0.01039411060223713,0.0017827906102240714,1.9832126662234046,2.748899661964485
ZNF789,0.010401757412080413,0.004250119181916762,1.9828932789810458,2.3715988912854398
ERP27,0.010407775546202785,0.01332898462480899,1.982642082328165,1.8752029330046152
GYS1,0.01041578862733036,0.004753574433693059,1.9823078420358193,2.3229797013145372
RP11-163E9.1,0.010422651809736089,0.00445578289130317,1.9820217704976082,2.3510759783832715
POLR3A,0.010447888568470648,0.047517055621508486,1.9809714679943822,1.3231504781057484
IMP4,0.010480580786964715,0.02623958447604641,1.9796146500254785,1.581043046628275
FDXR,0.010484250755200106,0.004105810838765441,1.979462600440299,2.386601063141939
PIK3R2-1,0.010498841900810584,0.004287683116869846,1.9788586041516154,2.3677773188563696
GIMAP8,0.010504835325147354,0.017040274124963565,1.9786107512485442,1.7685234230668865
ARHGEF1,0.010509432946809272,0.03339901829647903,1.9784207163899739,1.4762662982988495
RP11-834C11.7,0.010526544399357898,0.017050138962267657,1.9777141734102017,1.7682720770644393
SNX20,0.01054137665970328,0.07895404525171407,1.9771026683767112,1.1026256137812032
MTIF2,0.01059853160222837,0.023190950323378944,1.9747543008884751,1.6346814543916324
AHR,0.010617582257347316,0.004470130419190251,1.973974365724742,2.3496798058371033
MTHFR,0.010620429302992103,0.018598251553453436,1.9738579276846597,1.7305278824691415
ST6GALNAC6,0.010627765444264144,0.0023443450166646517,1.9735580390741303,2.6299784729409734
CDAN1,0.010827163994184937,0.04679986416692974,1.9654852851077615,1.3297554074309719
GZMM,0.010833124620458993,0.009699151484166313,1.9652462608536612,2.013266257678394
PTRHD1,0.010844062353746506,0.015838082791828554,1.9648079938755636,1.8002973911381168
TMEM14C,0.010910179576027993,0.004203124308728933,1.9621681010856995,2.376427765408152
RALGAPA2,0.010920647525211307,0.0045470918767757185,1.9617516099564816,2.3422662705202955
CTD-3148I10.9,0.010987339059833083,0.003933906503763332,1.9591074733232514,2.4051759660694993
ZFP36L1,0.010994310312147955,0.038607569955725535,1.9588320093248432,1.413327532953305
SNRPE,0.01103981716877361,0.016125959104885786,1.9570381189302106,1.7924744458975093
HSP90AB1,0.011041512318388793,0.003921762622174568,1.9569714386946977,2.406518697001646
ACAD9,0.011140370523768314,0.002808886739484108,1.9531003644807856,2.5514657721578913
PPP6R2,0.01114429469805283,0.007598216761562084,1.9529474120142851,2.119288321072493
MNAT1,0.011402314043348058,0.006271810814488274,1.9430070017975132,2.2026070503655464
SLC25A35,0.01147466560620591,0.029378041262665588,1.9402599617816039,1.5319771635210429
RP11-271K21.11,0.01149155531798572,0.04543119315694493,1.9396211879952256,1.3426458571833337
ERCC8,0.011513064395679961,0.033937685310613155,1.938809066204753,1.4693177816738694
ARL10,0.011544566011944314,0.18921657262736902,1.93762238861605,0.7230408283707279
MAD1L1,0.01156015300152479,0.003246722948538846,1.9370364178810424,2.4885547692903307
YWHAZ,0.01156237017096187,0.12843103816381538,1.9369531307373569,0.8913300068410758
RP11-438J1.1,0.0115640416710294,0.028817077827752058,1.9368903520181977,1.5403500605666323
CTSH,0.011572392589174694,0.007040954793390553,1.9365768414931068,2.152368444070334
C3AR1,0.011579959253930986,0.021845734675326495,1.9362929687453758,1.660633345320395
SGSH,0.011620294208213098,0.0025647342832292776,1.9347828761293406,2.590957622873796
SERPINB9,0.011641240688747619,0.01898864319807879,1.934000731407549,1.7215060659443364
FAM69A,0.0116634355224048,0.005908262547901112,1.9331735071534095,2.2285402140081576
L34079.2,0.011678715585200273,0.01212829837359337,1.9326049179199234,1.9162001273113636
ABI2,0.011847984038561242,0.013673407457491517,1.9263555395619192,1.8641232443509703
KIAA0368,0.011867376719204422,0.011571593279176751,1.925645271128232,1.9366068394306746
TXNIP,0.011906491165701109,0.0036062222249636086,1.924216205930587,2.442947514412912
UCKL1,0.011958128828356781,0.007131658398340485,1.9223367721114633,2.146809467413221
TEP1,0.012056108996796449,0.009333725553891893,1.9187928343087812,2.0299449731297394
OLFM2,0.012125099299573708,0.006885242949728214,1.9163146960180428,2.1620807308079577
CTC-435M10.3,0.012129450575475514,0.0033744049204942417,1.9161588708105333,2.4718028043240237
TRIM28,0.012207972859590247,0.01073031581017778,1.9133564448989666,1.9693874958719633
TUBB4B,0.0122750754930705,0.012471897560289583,1.9109758282377336,1.9040674649442684
TESC,0.012299214109316758,0.006377746716048658,1.9101226380639569,2.1953327321935054
ZSWIM8,0.01231229679141805,0.025227709132763742,1.9096609242583191,1.598122184923204
MZB1,0.012314562577738167,0.002980515330500692,1.90958101000827,2.5257086400030215
SCAF4,0.012321592430345961,0.013682807333319981,1.9093331607576043,1.8638247882674253
FOCAD,0.01232403179414203,0.0007777544834514625,1.909247189939434,3.109157476673624
AP1M1,0.012330099993709062,0.005834809584324263,1.909033401381561,2.2339733123395367
AKIP1,0.01235604492223209,0.01598511059595653,1.908120521425779,1.7962843546348652
EDEM3,0.012425342124656385,0.041148845519251125,1.9056916443809642,1.3856423449390045
FUBP3,0.012456448356482294,0.00800081798692906,1.9046057681950905,2.096865609376922
RCOR3,0.012471195650627544,0.012531817352935092,1.904091907421432,1.9019859434416628
POLR3H,0.0124941118607754,0.008997141464646436,1.9032946100996158,2.04589545092991
ATP6V1F,0.01250830036464736,0.017749931802155554,1.9028016984922103,1.7508033112288544
GAA,0.0125089862262266,0.029280976017647724,1.9027778856859567,1.5334144511104346
PXMP4,0.012580586255887998,0.004678141564588853,1.900299120276705,2.329926640203323
HELZ,0.012581777721687061,0.06555448044794293,1.9002579916273654,1.1833976202619112
ITGB1BP1,0.012584668642984386,0.008510518557518285,1.9001582150316256,2.0700439769533054
ZFP36,0.012587681570708933,0.010972732635107072,1.9000542519228745,1.9596852028208984
TFB1M,0.012602889558148585,0.01877114336149345,1.899529869542298,1.7265092734380905
GNB1,0.012621695732357224,0.002245389933149748,1.8988822934490754,2.648708228776406
USP10,0.012657078771257078,0.022572240221980275,1.897666517060831,1.6464253364577592
IRF1,0.012733206194247575,0.07949186793828722,1.8950622281492395,1.0996772976349776
ITGA6,0.012746119863603057,0.11282050695230515,1.8946220017625846,0.9476119531295574
HOTAIRM1,0.012766917536939528,0.008766048408295573,1.8939139467689468,2.0571961353934904
HMG20A,0.012811816900403889,0.010063150342786409,1.8923892766670083,1.9972660389314767
MIR29A,0.012894783906684007,0.010032429132327747,1.8895859314571077,1.998593899378595
MSH3,0.012904901808754981,0.024416518346692534,1.8892452955818029,1.612316263839944
SGTB,0.012913976782633578,0.018235105401821508,1.8889399987249125,1.7390917220514794
RANBP9,0.012940949860864788,0.015263653007026982,1.88803384544534,1.816341515467964
INPP1,0.013093389532067873,0.029233729735887008,1.8829479115455914,1.534115772381861
ATXN7L1,0.0131509182436238,0.002765790429243775,1.8810439221387758,2.5581807305431004
RNF207,0.013177032858114168,0.01050542143109436,1.880182371109162,1.9785865209326927
EML2,0.01322462524031675,0.18437590055193284,1.8786166261637443,0.7342958454369214
TALDO1,0.013259541226663705,0.006581580890473753,1.877471502037973,2.1816697766678654
AC013394.2,0.013324352569315379,0.04526484499909121,1.8753538841704183,1.3442389624503324
BTN3A1,0.013328868587376341,0.017598453639322394,1.8752067138354491,1.7545254915843642
EIF3FP3,0.01333303806100889,0.0038307551975488756,1.8750708811337822,2.4167156004968633
TAX1BP3,0.013496442375011002,0.005774314683577205,1.8697806952472074,2.23849955200758
SKP2,0.013516631961880098,0.030723901962848542,1.8691315112489353,1.5125236293527247
NUDT1,0.013517087767876737,0.06094125301336255,1.8691168662773106,1.2150886204908533
SYTL1,0.013529691217009355,0.003715451071088584,1.8687121150268573,2.4299884535607834
RP11-543P15.1,0.013588824592110622,0.12126985890773302,1.866818107302619,0.9162471277126528
MMS22L,0.013649704795117842,0.0015247933606861075,1.8648767410948521,2.8167890077233673
PRKAR1A,0.013812463359081206,0.036837911790053225,1.8597288610410367,1.433704996384007
TMEM147,0.013838749795424609,0.009239623235998886,1.8589031426446658,2.034345737639495
SAR1A,0.013885990260226827,0.012955548914616363,1.8574231436978745,1.8875441816331038
MRPL4,0.013898501653195965,0.004949851740737828,1.8570320169274723,2.3054078089742553
HEMK1,0.013901259663808816,0.01781339296617132,1.8569458443319264,1.7492533513878883
ZNF212,0.013907863458098624,0.006814919459014962,1.8567395816992627,2.1665392724356263
HERC3,0.013939930303114306,0.001500350209697764,1.8557393976188223,2.8238073566862765
AC159540.1,0.01394269303031206,0.007474676374508642,1.8556533341830712,2.126407605920947
RNF167,0.013961796255231923,0.01463321687892967,1.8550587039513227,1.834660190676139
SARS2,0.014009074194785863,0.009182363987355599,1.8535905645986803,2.0370454958689646
KIF20B,0.014013648119267154,0.00886166411201646,1.8534487917788776,2.0524847152683345
CYCS,0.014092150105844536,0.018712394149655524,1.8510227394765468,1.7278706433142503
CTD-2017C7.1,0.014121054924088597,0.004948336492567821,1.8501328577745166,2.3055407755149147
MKKS,0.014129423675174054,0.03289940310992635,1.8498755522205323,1.482811981333212
HNRNPUL2-BSCL2,0.014132201448768655,0.005285409581170473,1.8497901805023311,2.276921352358469
WDSUB1,0.014132248152282532,0.029117650679023187,1.849788745266291,1.5358436684488368
SETD3,0.014156228703195235,0.008517828392821898,1.8490524296645487,2.0696711138280426
SEPT1,0.014227501239624,0.011381989530618171,1.8468713678801125,1.9437818182002689
JAK2,0.014252216004681071,0.003897573448293889,1.846117604162015,2.4092056919471556
MRPL52,0.014304990902863267,0.03136198456410034,1.8445124140444955,1.5035964632718006
IL21R,0.014321640795322001,0.04126556711329567,1.8440072231222298,1.384412181998171
GZMB,0.014331797051758815,0.014755772246614424,1.8436993503751227,1.8310380566711717
ANKZF1,0.014392210679725266,0.016307331775445924,1.8418724922158374,1.7876170929141602
IMP3,0.014394899787493889,0.0006705815390468512,1.8417913541891582,3.1735484067682815
ZW10,0.01440386731953455,0.036939627119578114,1.8415208877630818,1.4325074927811854
MIER1,0.014504730844276522,0.0038324867387773925,1.8384903257327427,2.4165193392226456
SLC5A5,0.014509875894823427,0.011819974549037314,1.8383363021331711,1.9273834585837444
RAD51-AS1,0.01453445355737955,0.012493617399008844,1.8376012914804685,1.9033117978972363
C11orf80,0.014557434888034827,0.014227298634526382,1.8369151437121523,1.8468775524448462
CALM2P2,0.014602438728690319,0.014743596096642901,1.83557460736853,1.8313965751982286
CHP1,0.014611090371036535,0.015477026125846782,1.8353173730831833,1.81031248429974
METRN,0.014612390592681868,0.005373032041350842,1.8352787275099955,2.2697805695671014
RSBN1L-AS1,0.014614459872005743,0.02530086458404884,1.8352172308670738,1.5968646378097182
IRF2,0.01461680821526488,0.08180424656227687,1.8351474513064878,1.0872241509656675
ZNF79,0.014621230833263237,0.02016281950510756,1.8350160663935862,1.6954487376088971
ELK3,0.014641644715188203,0.003981935182904663,1.834410135667625,2.3999058136044265
CEP104,0.014649095629825777,0.032158028856711054,1.8341891858968844,1.492710579416407
SLC25A42,0.014685482857019259,0.03681215857208281,1.8331117693528607,1.434008715874203
PAAF1,0.014700538291243454,0.030125235025244744,1.8326667623513804,1.5210695562089842
RP11-1099M24.7,0.014712054384087772,0.004595314420570385,1.8323266783685672,2.337684767967302
CD96,0.014736456173564075,0.007984382780685736,1.8316069431600326,2.0977586506341783
TAF2,0.014775727870230976,0.016999732393446005,1.8304511160481456,1.769557915149048
ACTR6,0.014852957400951706,0.023143949743586963,1.8281870645260525,1.6355625224168726
MOCS2,0.014887409999913361,0.022727896120130976,1.8271808509774545,1.6434407642621092
CASP2,0.014913237704433608,0.006581726354974438,1.826428059798342,2.181660178102887
IL2RG,0.01491524688757341,0.19559032611386998,1.8263695534971331,0.7086526291969937
VDR,0.014929299877940087,0.00997352466325756,1.8259605584020155,2.0011513340366016
GTF2H2C,0.014963794254171972,0.03762280352664974,1.8249582717978152,1.4245488453941302
RSRC1,0.014979213855938192,0.04208995125409946,1.8245109788252756,1.3758215772238922
PLOD1,0.01501677630997923,0.025275203959073754,1.8234232884404218,1.5973053311694887
RNU1-59P,0.015042766778624875,0.011528303272301896,1.8226722776952202,1.938234607163291
ANXA11,0.015114735276631685,0.1932326667226519,1.8205994547650177,0.7139194525678311
MKI67,0.015146699096504613,0.024105199894985906,1.8196820021695659,1.6178892627319228
TMEM120B,0.01517585164648078,0.012419581502858166,1.8188469276010546,1.90589303814185
SAT1,0.015229315248667961,0.004312460432024051,1.817319623283161,2.365274876668223
PKN1,0.015251392683521202,0.02919887338432868,1.8166904968318078,1.5346339051409126
PPM1F,0.015265580824820515,0.00511530449264753,1.816286667014474,2.291128509451197
NCK2,0.015288159570313091,0.006065668038153289,1.81564479297654,2.217121361440984
PARK7,0.015295590152283746,0.04639449137090362,1.815433761900236,1.3335335821443026
PRKCI,0.01531114402973686,0.03993452639505112,1.8149923581430494,1.3986514617319619
NOP10,0.015383004785846543,0.13739382307990175,1.812958824843167,0.8620327917496476
ITM2B,0.015475189954350994,0.013505425017638354,1.8103640114115511,1.8694917439526062
DCPS,0.015477383258786668,0.02805395667837868,1.8103024630544189,1.5520058779941508
RP11-445H22.3,0.015496619804821,0.0039058493397591586,1.8097630218429912,2.4082845127566017
INO80D,0.015527476017364962,0.0018418708108118374,1.8088991328622603,2.734740834573015
ETV3,0.015564556027448778,0.013001366322465423,1.8078632628760414,1.8860110049911283
RP11-553L6.2,0.015611015499319151,0.015432686856249336,1.8065688450858226,1.811558455968064
ITGA3,0.015654190548289176,0.013981487765987042,1.8053693840994454,1.8544466129837465
UBE2M,0.015663691447138077,0.023375762902742656,1.8051058804518882,1.6312342063786671
SEPT11,0.015715989215407927,0.025364081524802365,1.8036582778807477,1.5957808595808454
PLIN3,0.01572907136822129,0.013244114962800419,1.803296917018304,1.8779770581001902
ADIPOR1,0.0157364041586024,0.016502853408248662,1.803094498945556,1.7824409580698588
COX6B1,0.015745957211967993,0.2668577919676763,1.802830933043335,0.5737201117318206
RP11-316P17.2,0.015829211169571585,0.013723440409769075,1.8005407271615375,1.862536999148669
CUX1,0.015847803057228736,0.002764240688631306,1.8000309344716712,2.558424144657651
PSMA4,0.015856263205766295,0.03328265922484339,1.7997991537352398,1.4777819816440028
THOC2,0.015873372100495095,0.12435408335987834,1.7993308029823507,0.9053399494246314
TMEM106B,0.01594110108870087,0.02870431181722723,1.7974816841800936,1.5420528608348034
PITPNC1,0.01594382781806783,0.015285857312246241,1.7974074043518988,1.8157101987084776
MLH3,0.015943898740646154,0.005991774456567158,1.7974054724936115,2.222444542790542
NICN1,0.016026297122656123,0.009672306994179132,1.7951668098332323,2.0144699276392095
UBE2K,0.016028942667236427,0.052545638257570026,1.7950951244911169,1.2794633283376893
FAM157A,0.016053887673621047,0.007962089184759994,1.7944197800347919,2.0989729621158735
ATP11B,0.016093245636828696,0.012003520149159294,1.7933563598775208,1.9206913741883391
CTSB,0.016107386932633676,0.007837153867968216,1.7929749085431945,2.105841626582397
RP11-2C24.4,0.01610991848011039,0.008187858963529542,1.7929066572051022,2.08682964669937
MT1F,0.016206555829389548,0.009051008268768989,1.7903092703593495,2.0433030383448694
AP3M2,0.016215029012708722,0.01698805523616862,1.790082269929767,1.7698563355831574
RNPEPL1,0.016228888186028606,0.006718308379443557,1.789711231942843,2.1727400653325657
PPCS,0.016257371013777375,0.010484639256029405,1.7889496830052523,1.9794465076698846
CCPG1,0.01629848823591646,0.001725085922974227,1.7878526766541785,2.76318926873897
GIPR,0.016360428897811346,0.016449327071021005,1.7862053152422517,1.7838518639948613
USP22,0.016429960577774603,0.026868438647579727,1.7843634786145728,1.570757570129623
LINC01138,0.01649963706961745,0.0033440181851384304,1.7825256085373637,2.475731369485474
ATP6V1B2,0.01656264196313177,0.011088733462082466,1.7808703862411979,1.9551180554595382
IDS-2,0.016602929030171305,0.01368700830113723,1.7798152885004381,1.8636914693455606
MINK1,0.0166122835113739,0.009444496840569727,1.7795706656686747,2.0248211743419184
UBE2N,0.016633334406723967,0.0059718610579709095,1.7790206810701634,2.2238903051764987
VDAC1,0.01664892989508347,0.022503810688456954,1.7786136754066415,1.6477439342957672
C15orf53,0.01670205255218216,0.028189511081671795,1.777230154163166,1.5499124564580675
ANKRD20A5P,0.016747212051112903,0.0033640296198624545,1.7760574806625713,2.473140188948386
CENPB,0.016779839621622637,0.02593769244878695,1.77521219438796,1.586068663615691
SPRYD7,0.016786968916721674,0.015853139230322395,1.7750277137237114,1.79988472616468
HMGN2P5,0.016814284338781963,0.016066494480220687,1.7743216126985706,1.7940788708391566
MYBBP1A,0.016822709073912135,0.12464291496182674,1.7741040655468292,0.9043324029238126
GUSBP11,0.016872497314562866,0.01293176719833963,1.7728206323091469,1.8883421222932784
ENY2,0.0169184915247694,0.09658123127650224,1.7716383618450842,1.015107262249174
